Num,Gender,Age,Grade,Major,Only child,Residence,Number of online groups,Internet age,Daily online duration,Number of friends met online,SES7,SES3,SES9R,SES4,SES5R,SES10,SES1,SES8R,SES6R,SES2R,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,PANAS1,PANAS2,PANAS3,PANAS4,PANAS5,PANAS6,PANAS7,PANAS8,PANAS9,PANAS10,PANAS11,PANAS12,PANAS13,PANAS14,PANAS15,PANAS16,PANAS17,PANAS18,CD-RISC
151,2,20,2,3,1,2,1,4,1,5,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,2,3,1,3,1,1,3,2,3,1,3,1,3,2,3,1,1,3,62
152,2,21,2,2,2,1,1,4,2,1,1,1,4,2,3,2,4,1,1,1,1,1,1,2,3,5,5,5,5,5,5,5,1,1,5,5,1,1,5,5,5,5,5,43
153,2,21,2,3,2,2,1,4,2,1,4,4,4,4,3,4,4,1,3,3,7,7,7,7,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,2,5,79
154,1,18,2,2,2,2,3,4,3,3,4,4,3,4,4,4,4,1,4,4,6,2,6,6,6,2,5,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,90
155,1,20,2,2,2,2,1,3,1,5,3,3,3,3,3,4,3,1,3,3,4,7,7,3,3,1,1,1,2,1,3,1,4,1,1,2,3,1,2,4,1,2,4,68
156,1,20,2,3,2,1,3,,1,5,3,3,3,3,3,3,3,2,3,3,5,5,5,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,59
157,3,20,2,3,2,2,1,4,1,3,3,3,2,3,2,3,4,2,3,4,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,2,2,3,2,3,2,5,1,53
158,1,20,2,2,1,2,1,3,1,2,4,3,4,3,3,3,3,1,4,2,2,1,1,3,4,1,3,1,3,1,3,1,4,4,5,2,3,1,4,5,1,1,4,78
159,1,20,2,2,1,2,1,4,3,4,3,4,4,1,1,4,4,2,4,4,6,5,6,6,6,2,4,3,4,1,4,2,4,2,3,1,5,2,5,5,1,1,5,72
160,1,20,2,2,1,2,3,3,1,4,3,3,4,3,3,3,3,2,4,4,5,4,6,4,5,2,3,1,3,2,2,2,3,3,3,2,3,2,3,3,2,2,3,54
161,1,21,2,1,2,1,2,3,2,5,3,4,3,4,2,3,2,1,2,3,4,3,6,4,3,1,3,1,3,1,5,4,5,5,5,1,5,1,4,5,1,1,5,82
162,1,20,2,3,1,2,3,2,2,1,2,1,4,2,3,1,2,3,4,3,3,5,4,6,5,1,2,3,4,3,3,3,4,3,3,3,4,5,3,4,5,3,4,61
163,1,21,2,1,1,2,1,4,1,2,3,2,1,3,3,3,3,2,4,4,5,5,4,5,3,3,4,3,2,3,4,3,5,3,4,4,3,2,3,4,4,3,3,66
164,1,20,2,1,2,1,1,1,2,2,1,2,3,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,2,3,4,5,4,4,4,2,2,1,1,4,1,2,3,32
165,1,21,3,2,2,2,2,4,2,1,3,3,2,4,2,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,51
166,1,21,2,1,1,2,1,4,2,1,3,2,2,2,2,3,4,3,3,3,4,3,4,4,4,1,1,1,2,1,4,1,3,1,3,1,4,3,2,4,4,3,3,50
167,1,19,2,2,2,2,3,3,2,5,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,2,4,1,5,3,5,2,3,2,4,3,4,1,2,4,1,2,2,73
168,1,22,2,1,2,2,4,4,4,2,3,2,3,3,3,2,2,2,2,2,2,2,3,1,1,2,1,2,3,1,2,1,1,3,2,1,2,1,1,2,3,3,1,40
169,1,21,3,3,2,2,1,3,1,2,4,3,4,3,3,3,3,2,3,3,2,2,3,2,2,3,2,3,2,3,2,3,3,4,3,2,2,3,3,3,2,1,2,74
170,1,21,2,3,2,1,4,4,2,3,4,4,4,4,3,4,4,1,4,4,7,5,4,3,4,1,3,1,2,1,3,2,3,2,3,2,4,2,4,4,1,1,4,76
171,1,21,2,3,2,2,1,1,1,1,2,3,1,3,3,2,3,4,2,3,1,4,3,4,3,1,2,2,2,3,3,2,3,3,3,2,2,2,3,2,2,3,3,43
172,1,21,2,1,2,2,4,1,1,5,4,4,1,2,2,4,3,2,1,1,2,3,3,3,4,2,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,64
173,1,21,2,3,1,1,2,4,2,4,3,3,3,3,2,2,2,3,3,3,4,5,3,2,1,2,2,2,4,2,4,3,3,4,3,1,4,4,3,3,1,3,2,67
174,2,19,2,3,2,1,1,4,3,2,3,3,3,3,3,3,3,2,3,3,4,4,4,1,4,1,1,1,3,1,2,1,2,1,3,1,2,1,2,3,1,1,3,64
175,1,19,2,1,1,1,1,3,1,1,2,2,2,3,2,2,2,2,2,2,3,4,6,2,1,2,4,2,3,4,4,2,3,4,3,1,4,2,3,4,1,2,3,48
176,2,18,1,2,1,1,3,1,1,2,3,3,3,3,2,3,3,2,2,3,3,5,4,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,52
177,1,20,2,1,1,1,4,4,2,3,4,4,3,4,3,3,3,1,4,4,6,7,7,6,7,1,3,1,2,2,4,3,3,3,3,3,3,3,1,2,1,2,1,40
178,1,18,1,2,1,1,3,3,3,3,4,4,4,4,4,4,4,1,4,4,7,7,7,7,5,1,5,1,5,1,1,5,1,5,1,1,5,1,5,5,1,1,5,97
179,2,19,2,5,1,1,4,4,1,3,4,4,4,3,3,4,4,2,3,2,4,7,7,7,4,3,5,2,2,3,4,4,5,4,5,5,4,3,3,4,2,2,5,55
180,1,20,1,5,1,1,2,4,2,5,4,4,4,4,4,4,3,1,4,4,5,6,5,3,3,1,1,1,5,1,5,1,5,2,5,1,5,1,3,5,1,1,5,73
181,2,19,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,5,5,5,4,1,1,1,2,1,2,1,3,1,1,1,3,1,1,4,1,1,3,61
182,1,19,1,2,1,2,1,4,1,3,2,4,3,4,2,4,4,2,4,4,,4,5,3,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70
183,1,20,1,2,2,2,3,4,3,3,4,4,3,3,2,4,4,1,4,4,4,7,7,4,4,1,1,1,1,2,1,1,5,1,5,4,3,1,3,4,1,1,4,81
184,1,19,1,2,2,2,1,1,4,1,3,2,4,3,2,3,3,3,1,3,2,4,6,4,6,1,1,1,1,1,2,1,3,1,2,1,4,2,3,4,1,1,3,56
185,1,19,1,2,2,2,1,4,3,3,3,3,3,3,4,4,3,2,4,4,5,5,5,4,1,1,4,2,3,2,3,3,3,3,4,2,5,1,4,4,2,3,4,65
186,1,20,1,1,2,2,1,3,1,2,4,3,3,3,2,3,3,2,3,3,7,5,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77
187,1,20,1,2,1,2,1,4,2,2,2,2,2,3,2,3,3,2,2,3,5,2,4,1,2,1,1,1,2,2,2,2,1,3,1,1,1,1,1,1,3,1,2,55
188,1,18,1,1,2,2,1,1,2,3,3,3,1,4,1,3,4,1,2,4,5,5,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,78
189,1,19,1,1,2,2,1,3,1,2,4,3,2,3,1,3,4,2,3,1,5,5,5,5,5,3,4,4,3,3,3,3,3,5,3,2,3,3,3,2,5,3,3,82
190,2,18,1,5,1,1,4,4,1,2,3,3,3,2,2,3,2,1,3,3,4,4,3,2,2,2,5,2,2,2,2,1,3,3,3,1,3,1,2,4,2,3,2,66
191,2,18,1,5,2,2,1,2,2,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,1,3,2,3,1,3,3,3,1,3,1,1,3,2,2,3,56
192,2,19,1,5,1,1,3,3,2,2,3,4,3,3,2,3,3,2,2,2,4,5,5,5,4,2,2,2,3,1,3,1,3,3,4,2,4,2,3,4,1,2,4,60
193,2,19,1,5,2,2,1,4,2,1,3,4,1,4,1,4,4,2,4,3,4,4,4,2,5,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,52
194,2,19,1,5,1,1,3,4,2,3,3,3,3,3,2,3,3,2,3,3,6,6,6,5,5,1,3,1,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,69
195,2,20,1,5,2,1,3,2,1,3,3,3,3,3,2,3,3,2,3,3,4,4,5,3,4,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,60
196,1,19,1,2,1,2,1,2,4,1,1,2,3,4,4,3,1,3,3,4,1,3,5,3,4,2,4,3,4,2,4,2,4,3,3,3,5,3,2,2,4,2,3,56
197,1,20,1,2,1,1,3,4,2,2,1,3,3,4,3,2,1,4,1,3,1,4,2,5,6,2,2,4,1,5,1,4,3,2,1,3,5,3,2,1,3,4,4,47
198,1,18,1,1,2,2,2,4,4,3,3,3,3,3,3,2,3,3,3,3,5,6,5,2,2,1,1,1,2,1,3,1,3,1,3,1,3,1,2,3,1,1,3,68
199,1,20,1,2,2,2,1,4,3,4,4,3,2,3,2,3,3,2,4,4,4,7,7,1,3,2,3,3,2,2,3,1,2,1,3,1,4,1,4,4,1,2,4,82
200,1,19,1,1,1,1,1,1,4,2,3,4,3,2,2,3,3,2,3,3,5,4,4,3,4,1,2,1,2,1,3,1,2,1,2,1,2,1,1,2,1,1,2,45
201,1,20,1,1,2,2,3,3,2,2,1,2,3,2,4,3,2,2,4,1,3,3,4,3,5,2,2,3,4,4,1,5,5,1,3,1,5,3,2,3,2,3,2,46
202,2,18,1,2,1,1,3,4,2,3,3,3,3,3,1,3,3,1,2,3,4,4,5,5,2,1,1,1,3,1,2,1,1,1,2,1,2,1,1,3,1,2,2,61
203,2,19,1,2,1,2,3,3,2,1,4,4,3,3,2,3,3,2,3,3,2,2,2,2,2,2,5,2,3,2,3,2,2,2,2,1,3,1,3,1,2,1,3,67
204,2,19,1,5,2,2,3,3,1,5,3,3,4,2,2,3,3,2,3,3,4,1,1,1,4,2,2,1,3,2,3,1,2,3,1,2,3,1,2,1,3,1,1,45
205,1,19,1,2,2,2,1,3,3,1,3,4,4,3,3,4,3,2,4,4,6,5,4,6,7,1,3,1,4,4,3,4,3,3,5,3,3,4,4,4,2,1,4,76
206,1,18,1,2,2,1,3,1,4,5,3,3,4,3,2,3,3,2,2,3,5,4,4,5,5,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,73
207,1,20,2,2,1,2,3,4,1,5,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51
208,2,19,1,2,2,2,1,4,1,2,3,3,3,3,2,3,2,2,3,3,4,3,4,2,1,1,3,1,3,1,3,1,3,2,2,1,3,1,2,4,1,1,4,54
209,1,19,1,5,2,2,4,4,1,5,3,3,4,3,4,3,3,2,4,2,7,7,7,7,7,3,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,60
210,1,18,1,5,2,2,1,3,2,1,3,3,3,3,3,3,3,2,3,3,5,4,4,5,4,3,4,2,3,2,2,3,3,3,4,2,3,2,3,4,2,3,3,60
211,1,20,2,5,2,1,3,4,1,3,3,3,4,3,4,3,3,1,4,2,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,59
212,2,19,2,5,1,2,1,4,2,2,3,3,4,3,2,3,3,3,4,4,4,4,5,5,4,1,2,1,1,2,3,2,3,3,3,2,3,1,3,4,1,1,3,70
213,2,18,1,5,2,1,1,1,4,1,3,2,4,2,2,4,3,3,3,2,4,4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,4,1,3,3,1,2,4,60
214,1,19,1,5,2,2,2,3,2,2,3,2,1,3,3,3,3,2,2,3,4,3,5,4,5,1,1,4,2,3,2,4,2,4,2,2,1,1,1,4,1,1,3,68
215,2,20,2,2,2,2,2,3,2,1,4,3,3,3,3,3,4,2,4,3,6,6,6,7,2,1,1,1,1,1,2,1,3,3,2,1,2,1,1,4,1,1,2,52
216,2,2,2,2,2,2,1,3,1,1,3,2,2,2,2,3,3,2,4,4,7,6,6,6,2,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,37
217,2,20,1,2,2,2,2,4,2,3,4,4,1,3,2,3,3,2,2,2,6,5,4,5,5,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,3,2,67
218,2,20,2,2,2,2,4,2,2,3,3,3,4,2,1,3,4,4,4,4,6,1,4,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,74
219,2,21,2,2,2,2,3,2,2,3,4,4,4,4,3,3,3,2,4,4,5,1,3,3,1,1,3,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,76
220,2,21,2,2,1,2,4,2,1,4,4,4,2,4,2,2,3,2,1,3,6,4,1,4,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78
221,2,20,2,2,2,1,4,2,1,5,4,2,1,2,2,,2,1,3,1,5,4,5,4,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,72
222,1,22,2,2,1,2,1,4,2,3,3,3,3,3,3,3,3,2,4,2,3,4,3,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,65
223,1,20,3,1,2,1,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3,4,5,5,5,2,3,2,3,2,4,2,4,3,4,3,4,2,4,3,2,2,4,74
224,2,21,3,1,2,2,3,3,2,2,3,2,3,3,3,2,3,3,4,4,3,3,4,4,4,3,3,3,3,4,4,2,4,2,4,3,4,2,4,4,2,2,3,74
225,1,21,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,1,3,3,5,3,5,4,1,3,4,2,4,3,4,3,5,2,5,2,5,2,4,5,3,4,5,67
226,1,20,3,2,1,2,1,3,4,1,4,3,4,3,3,3,3,1,3,4,5,1,3,4,1,2,4,2,4,1,5,2,4,3,3,2,4,1,3,4,1,2,5,81
227,1,21,2,2,1,2,3,4,3,3,3,2,2,3,2,2,3,1,3,3,4,5,5,1,1,1,2,1,3,1,3,1,3,3,3,1,3,1,3,3,1,1,2,72
228,1,20,2,2,2,2,3,4,2,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,1,1,1,3,1,3,1,1,1,1,1,3,1,3,3,1,1,1,69
229,1,21,2,2,2,1,2,4,1,4,3,4,4,4,3,3,4,1,3,3,7,4,4,4,1,1,3,1,4,1,4,1,5,3,5,1,5,2,5,5,1,1,5,84
230,1,21,2,2,1,2,4,3,1,4,3,3,4,3,4,3,3,2,3,2,5,5,4,4,3,1,3,1,3,2,3,2,4,3,3,2,3,2,3,3,1,1,3,62
231,1,22,4,2,1,2,4,4,1,5,3,3,4,4,3,3,3,2,4,4,5,3,5,2,3,3,4,3,2,4,4,3,2,1,3,4,3,2,3,4,5,4,1,67
232,1,20,2,2,2,2,2,3,2,2,3,3,3,3,2,4,3,1,2,3,4,4,7,1,7,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,49
233,1,20,2,2,2,2,4,4,2,3,3,4,5,2,3,2,2,2,2,2,3,4,3,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,55
234,1,20,2,1,1,2,3,4,2,3,4,4,3,4,3,3,3,1,4,4,4,4,5,4,2,2,4,2,4,1,5,1,4,2,4,1,5,1,4,4,1,1,4,73
235,1,21,2,2,1,1,3,4,1,2,3,3,3,,1,3,3,2,2,2,3,5,4,3,2,3,3,3,3,1,2,4,3,4,4,1,3,1,2,3,2,3,4,55
236,1,20,2,2,2,2,3,4,2,3,4,4,3,4,3,3,3,2,4,4,4,4,5,4,5,1,1,1,3,1,3,1,3,1,3,1,3,1,3,3,1,1,3,70
237,1,20,2,1,1,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,6,5,6,6,2,2,4,3,4,2,4,3,4,2,4,2,4,3,4,4,2,3,4,72
238,1,18,1,1,1,2,3,3,4,3,1,2,2,2,2,3,2,2,3,3,2,3,3,2,3,2,3,3,4,5,3,5,2,4,3,5,4,2,3,3,2,4,3,60
239,1,20,2,2,1,1,1,4,1,5,1,2,2,1,2,2,4,3,2,3,7,6,7,6,7,4,5,4,3,3,3,4,3,4,4,3,4,5,3,4,4,3,5,82
240,2,20,2,2,1,2,3,4,2,2,3,2,3,2,3,2,3,3,3,3,3,4,4,4,1,2,4,1,4,4,4,3,3,4,4,2,3,3,2,3,2,2,3,58
241,2,20,2,2,1,1,3,4,3,2,3,3,4,3,2,3,3,1,4,4,4,4,2,1,1,1,1,1,3,3,3,3,4,5,2,3,3,2,3,4,3,5,4,51
242,2,19,2,2,1,1,3,3,2,2,2,3,2,2,2,2,2,2,2,2,4,4,6,6,3,2,4,1,4,1,4,1,4,4,4,2,4,2,3,5,1,4,5,54
243,2,21,2,2,1,2,1,1,2,2,2,3,2,2,2,3,2,3,2,3,4,2,4,2,1,1,3,2,2,3,2,4,1,3,3,1,4,1,3,2,3,2,4,49
244,1,19,2,2,2,2,1,2,2,2,3,3,3,3,3,4,3,2,3,3,3,5,5,4,3,1,1,2,4,1,3,1,3,1,3,1,3,1,3,4,1,1,3,70
245,1,18,1,1,2,1,4,4,1,3,4,4,3,1,2,4,4,4,4,2,6,5,6,6,3,1,2,1,3,1,4,1,4,1,4,1,4,1,3,3,1,1,4,76
246,1,21,3,2,2,2,2,4,1,2,4,3,4,3,3,3,3,2,4,4,4,5,2,3,3,1,3,1,4,4,4,1,1,1,2,1,1,1,3,2,1,1,1,72
247,1,20,2,2,2,2,3,4,1,2,3,3,3,3,1,3,2,3,3,3,5,6,5,6,5,1,4,1,4,2,3,3,4,2,4,2,4,1,3,4,2,3,5,67
248,2,19,2,2,1,1,2,4,1,3,3,3,3,2,2,2,2,2,3,3,3,3,4,2,6,2,3,1,2,3,2,1,2,2,2,1,2,1,1,2,1,2,2,48
249,1,20,2,2,1,2,3,3,2,2,4,4,3,4,4,3,4,1,4,4,5,5,6,5,2,2,2,2,3,2,3,2,4,2,3,2,2,2,4,4,2,2,4,75
250,2,19,2,2,2,2,3,3,1,2,4,2,3,3,2,3,2,1,2,2,3,4,4,2,2,1,3,1,4,1,5,1,4,4,5,1,5,1,4,4,1,2,4,43
251,2,19,2,5,2,1,3,4,2,3,3,4,4,4,2,4,4,1,4,4,5,5,4,3,3,2,5,1,3,1,5,1,4,2,2,1,5,1,2,4,1,1,3,69
252,2,19,2,5,2,2,1,3,2,1,2,2,3,3,2,3,3,2,3,3,3,3,3,2,4,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,41
253,2,20,2,5,1,1,3,4,1,2,3,3,4,3,3,3,3,2,4,4,,6,5,4,3,2,4,1,4,1,4,1,4,3,4,1,3,1,3,4,1,2,4,66
254,1,21,3,5,1,1,2,4,2,1,4,3,1,2,2,4,2,2,4,3,1,2,2,1,1,1,4,2,3,5,2,3,1,5,2,3,4,1,2,3,2,4,1,59
255,2,19,1,1,1,1,1,1,4,1,2,3,3,3,3,1,2,2,3,2,4,3,4,3,4,2,1,3,3,2,3,2,3,2,3,2,3,4,3,2,3,3,3,52
256,2,20,2,1,2,2,3,4,1,3,3,4,2,3,1,4,4,1,2,2,2,1,6,3,2,2,5,1,5,2,4,3,5,1,4,1,5,2,4,3,1,2,5,73
257,2,19,2,1,2,2,1,4,1,1,2,3,1,4,1,3,3,1,1,2,2,3,4,5,6,2,3,2,3,2,4,2,4,2,4,2,4,2,4,4,2,2,4,78
258,1,20,2,1,2,1,2,4,1,2,4,3,3,4,2,2,3,1,2,2,1,2,4,2,1,1,5,2,3,1,2,4,2,5,3,2,3,4,1,5,2,2,3,59
259,1,19,2,1,2,2,2,4,1,5,3,4,4,3,1,3,4,1,1,2,1,1,5,4,1,1,3,1,4,2,5,2,3,1,3,1,4,1,2,3,1,1,4,56
260,1,20,2,1,2,2,2,,2,,1,2,2,2,4,2,1,2,3,4,2,1,2,3,3,1,2,3,2,3,3,2,3,2,3,2,1,3,3,2,1,3,2,43
261,1,20,2,1,1,2,3,4,1,5,,2,2,2,2,4,3,3,1,1,1,3,2,7,5,1,2,1,4,1,2,1,2,1,2,1,5,1,1,4,1,1,3,60
262,1,19,2,1,1,1,3,4,3,1,2,4,3,4,2,2,1,3,2,2,1,1,7,4,2,2,5,1,4,2,3,1,4,2,5,2,4,2,5,5,1,2,4,63
263,1,20,2,1,2,2,1,2,3,1,3,2,1,2,4,3,2,1,3,3,1,2,6,4,3,1,5,1,4,2,5,2,4,1,4,2,5,2,3,1,4,2,5,58
264,1,21,3,1,1,1,2,4,3,3,4,3,3,4,4,2,3,1,3,3,1,2,7,3,6,1,5,2,3,2,5,1,3,2,4,2,5,2,3,1,3,2,4,65
265,1,21,3,1,2,2,3,4,3,2,4,2,1,3,3,3,2,1,4,3,1,1,,3,4,1,5,2,3,1,4,2,5,1,4,2,3,2,5,2,3,1,3,59
266,1,21,3,1,1,2,1,4,1,2,3,4,3,3,1,1,3,1,4,4,1,2,6,6,4,1,5,1,5,2,4,2,3,1,5,2,4,3,5,2,4,1,3,62
267,1,20,2,1,2,1,2,2,4,2,3,4,3,3,1,3,4,3,2,3,1,2,5,4,2,1,5,2,4,1,3,2,5,1,3,2,4,3,5,2,4,2,3,64
268,1,20,2,2,1,1,2,2,2,2,2,3,3,3,3,1,3,3,2,3,3,2,4,3,2,2,3,2,3,4,3,2,3,4,2,4,2,3,4,3,2,3,4,54
269,1,21,3,1,1,2,2,4,1,1,4,3,2,2,2,4,,3,2,3,1,2,5,3,5,1,5,2,4,3,5,2,3,1,3,2,4,2,5,2,3,4,2,64
270,2,19,2,3,1,1,1,2,4,2,1,2,4,2,4,2,2,4,4,3,2,3,4,4,4,2,3,2,3,4,2,1,2,1,3,2,,3,2,3,3,2,3,32
271,1,21,3,2,2,2,3,2,3,2,1,2,2,2,3,3,2,4,3,2,1,4,3,4,5,3,4,3,2,3,3,4,3,2,3,3,4,3,4,3,2,3,4,45
272,2,19,2,4,1,1,1,2,2,2,1,2,2,3,3,1,1,3,3,2,4,3,4,3,5,2,3,4,3,4,,4,3,4,3,2,2,3,3,2,3,3,4,38
273,1,20,2,4,2,1,1,3,2,2,4,2,2,2,1,3,2,1,2,3,1,2,3,2,1,1,5,2,4,1,3,2,5,3,5,1,4,1,3,2,4,1,3,66
274,1,20,2,2,1,1,2,3,3,2,1,3,2,3,3,2,3,4,3,2,5,4,5,5,4,3,4,3,4,2,3,2,4,2,3,2,3,2,3,1,3,4,3,51
275,1,21,2,1,1,2,2,3,2,2,4,3,3,3,4,3,2,1,3,4,1,2,2,1,1,1,5,2,4,3,5,2,3,2,5,3,1,4,2,3,4,1,2,61
276,2,19,1,4,1,1,1,2,4,2,2,2,2,3,2,2,3,3,3,2,3,4,3,5,5,3,2,4,4,4,2,4,4,5,3,2,4,3,4,4,3,4,3,53
277,1,21,3,2,2,2,1,2,4,2,2,3,3,3,3,3,2,3,2,2,3,4,5,4,5,3,2,3,2,3,3,3,2,3,2,3,2,4,3,2,4,2,4,53
278,1,20,2,2,1,1,1,2,2,2,1,2,2,2,4,3,2,4,3,2,3,4,3,4,3,3,3,3,4,3,4,3,2,4,2,1,3,2,4,4,3,3,4,53
279,1,20,2,2,1,2,2,4,1,1,4,3,1,2,2,2,4,4,3,4,1,2,4,2,1,1,5,2,3,5,1,2,4,3,5,1,2,3,2,4,2,4,3,62
280,2,20,2,1,2,2,1,4,1,1,,2,2,3,2,3,2,2,2,2,3,4,5,5,5,2,3,2,4,2,4,2,4,2,4,2,4,2,4,4,2,4,2,63
281,1,19,2,1,2,1,2,4,3,2,2,3,2,2,2,3,3,2,3,2,2,3,4,5,4,2,2,2,3,2,4,2,4,2,4,2,4,2,4,4,2,2,4,58
282,1,19,2,1,1,2,3,3,3,5,3,3,3,3,2,3,3,2,2,2,1,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,4,4,3,3,3,70
283,1,21,3,1,1,1,3,4,1,2,4,2,2,4,3,3,1,3,2,1,1,2,5,3,1,1,5,2,3,2,4,1,5,3,2,3,4,2,3,5,2,3,2,61
284,1,19,2,1,1,1,2,4,1,2,4,3,3,4,4,2,3,3,2,4,1,3,5,3,1,1,5,2,3,1,2,4,3,5,2,3,2,4,1,3,2,5,2,64
285,1,20,2,1,2,1,1,4,1,2,4,4,2,3,3,3,3,1,3,3,1,2,4,3,1,1,5,2,3,1,4,2,3,1,5,2,3,1,3,2,3,4,2,58
286,1,20,2,1,1,1,3,4,1,2,4,3,1,2,2,2,4,3,3,3,1,2,4,2,1,1,5,2,3,4,3,5,2,3,3,4,2,3,2,4,3,5,3,60
287,1,21,3,1,2,1,3,4,1,2,4,3,1,2,2,4,4,2,1,3,1,2,5,2,1,1,5,2,3,2,4,4,3,4,3,4,2,3,3,5,2,3,4,62
288,1,20,2,1,2,2,3,4,1,,3,4,3,3,3,3,4,1,3,2,1,2,6,3,1,1,5,2,3,2,5,3,4,2,3,4,2,1,3,3,5,3,5,60
289,1,19,1,2,1,1,1,2,3,2,2,2,2,3,3,1,3,3,4,2,2,3,4,2,4,2,3,2,1,3,2,3,2,3,3,1,2,3,1,2,3,2,1,49
290,1,20,2,1,1,1,2,4,1,2,4,3,3,4,2,4,4,1,3,3,1,2,5,3,1,1,5,2,3,5,2,3,3,5,2,1,4,2,3,5,1,4,3,60
291,1,21,3,1,1,1,3,4,2,2,4,3,3,4,3,3,4,1,3,3,1,2,6,2,1,1,5,2,3,1,2,1,5,2,3,1,4,1,3,5,2,1,3,68
292,2,20,2,1,1,2,3,4,1,2,3,4,3,3,2,3,4,1,3,3,1,1,6,2,1,1,5,1,5,2,4,1,5,1,4,1,5,1,3,5,1,1,3,63
293,1,21,3,1,1,2,3,4,1,2,3,4,2,4,3,3,4,2,3,3,1,1,6,2,1,1,5,1,5,1,4,2,5,1,4,1,5,1,2,5,1,1,5,68
294,1,20,2,1,2,1,3,4,1,2,4,3,1,3,2,4,4,2,3,3,1,2,6,2,1,1,5,1,5,1,4,1,5,1,4,1,4,1,2,5,1,1,4,71
295,1,20,2,1,1,1,3,4,1,2,4,3,1,4,2,4,4,1,3,3,1,2,5,2,1,1,5,1,5,1,4,2,5,2,5,1,5,1,2,5,1,4,,73
296,1,19,2,1,2,2,2,4,1,2,4,4,2,3,1,4,4,3,3,2,7,1,6,2,1,1,5,1,5,2,4,2,5,2,4,1,5,1,3,5,1,1,4,76
297,1,20,2,1,2,1,2,4,1,2,4,3,1,3,2,4,3,1,3,3,1,1,6,2,1,1,5,1,5,2,5,2,5,1,5,1,5,1,3,5,1,1,4,73
298,2,20,2,1,1,1,3,4,1,3,4,4,2,3,1,4,4,2,3,3,2,1,5,3,2,1,5,1,5,2,5,2,4,1,4,1,5,1,3,4,1,2,3,76
299,2,20,2,1,2,1,3,4,1,3,4,3,1,3,1,4,4,2,3,3,2,5,6,3,2,2,5,1,4,2,5,3,5,2,4,1,5,2,3,4,2,1,4,73
300,2,19,2,5,1,1,1,4,1,2,3,3,4,3,4,3,3,2,3,4,3,4,4,3,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,48
301,2,21,3,5,1,1,2,4,2,2,3,3,2,2,2,3,2,2,2,2,4,3,4,3,4,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,3,39
302,2,20,3,5,2,2,3,4,1,3,2,2,2,1,1,2,2,1,2,2,2,4,2,1,1,4,4,4,2,5,2,5,1,4,2,1,2,1,2,3,1,4,1,32
303,2,21,3,5,2,2,1,4,2,5,3,2,3,3,2,3,2,2,3,4,3,2,3,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,57
