"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Physical","Material","Social","Moral","SES2","SES1","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref"
"moralSeImag_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944260227218412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506798814991589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00877727246826207,0,0,0,0,0,0,0,0,0,0.0658958044516068,0,0.17367604851607,0.159219415181808,0.160285140938817,0,0.0367092169736959,0.0658822494826409,0,0,0.0352123499668453,0,0.0576194682090172,0,0,0,0.0242137361641609,0,0,0,0,0,0,0.0185483332436154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410117898274093,0,0,0,0,0,0,0,0,0.0258988632355447,0,0,0,0,0,0,0
"moralSeImag_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1152889466587e-05,0,-0.0213050682551856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102251204700528,0,0,0,0.0387762770017702,0,0.0038972382162112,0,0,0.0177264587120725,0,0.164894483402265,0.165460756856788,0.0602080658145871,0.163560821544618,0.151436350900963,0.0367092169736959,0,0.14852998357884,0.0538734215216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459049045836743,0,0,0,0,0,0,0,0,0,0,0,0.00353257434330628,0.00856928345046633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233737427679724,0,0,0,0,0,0,0,-0.00343887062802475,0,0,0,0,0,0
"moralSeImag_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235155836517511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238813276721588,0,0,0,0,0,0,0,0,0,0,0.00426873345269778,0,0.0580375061565685,0.029219416875311,0.231143815709685,0,0.00648337452118035,0.0658822494826409,0.14852998357884,0,0.172196350669134,0,0,0,0,0,0,0,0,0,0.00829821411426075,0,0,0,0,0,0.0597250444065843,0,0,0,0,0.0632284295372501,0.0206857384653402,0,0,0.00329507276375991,0.014424947033313,0,0,0,0,0.0228766795323553,0,0,0,0,0.0179347002751471,0,0,0,0,0,0.00172039667736928,0,0,0.0454355106743701,0.0193671343272781,0,0,0,0,0,0,0,0,0,0,0,0,0
"moralSeImag_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290181352273096,0,0,0,0,0,0,0,0.164043599444892,0.134470637506691,0.280164345634928,0.0591312638178481,0,0.0538734215216,0.172196350669134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_1",0,0,0,0,0.00695575323246699,0.0150721954341611,0,0,0,0,0,0.0162022326516464,0,0,0.0606878172320886,0,0,0,0,0,0,0,0,0,0,0,0,0.0596703699350524,0,0,0,0,0,0,0,0,0.113289432309652,0,0,0.0112117054151818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240003494515501,0,0,0,0.027330968448308,0,0,0,0,0,0,0,0,0,0,0,0.0587715586437096,0,0.0204848771279785,0.0305897790407036,0,0,0.0114290683070852,0.0557476728714225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239366303332836,0,0,0,0.0590341185164714,-0.0195139782001458,0.00218126109435703,0,0,0,0,0,0,0,0.129868228799214,0,0,0,0,0.053221306147284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149854791997566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_2",0,0,0,0,0,0,0,0,0,0,0,0.00938454295406818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146938539010673,0,0.0842626046938191,0,0.0373419421017923,0.0410574670463721,0,0,0,0,0,0,0,0,0.0470703061534433,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468561512157455,0,-0.0236534908284214,-0.0854795502306216,0,-0.0357906429744136,0,0,0.021073903470886,0.0126008752749111,0,0,0,0,0,0,0,0,0,0,0,0.0352123499668453,0,0,0,0,0,0,0.0182704177849314,0,0.0512446402988865,0,0,0,0.0188205734299265,0,0.0459141433530627,0,0.00397517713011862,0,0,0,0,0,0.0809403565420406,0,0,0,0,0.0243573655503913,0,0,0,0,0.00730711149113242,0.034185303125779,0,0,0,0,0,0,0.0157107413124613,0.0483640570927168,0,0,0.0655500044729847,0,0,0,0,0,0,0,0,0,0,0,0.0477393743871303,0,0,0,0,0
"sde_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250914841433443,0,0,0,0,-0.0151637618422625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958306206158214,0,0,0.00235319353832902,0,0,0.0063619825564238,0,0,0,0,0,0,0,0,0,0,0,-0.0363821719426218,0,0,0,0,0,0,0,0,0,0,-0.0467875430363721,-0.0217519734486659,0,0,0,0,0,0.137600665151899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239366303332836,0,0,0,0,0,0.0516661633741468,0,0,0,0.0484698066757541,0,0,0,0,0.135672679297364,0.0119765399487898,0,0.218725316229936,0,0,0.0295303050468404,0,0.0523434548268627,0,0,0.0232282175484846,0,0,0,0,0,0,0,0.0269497763601237,0,0,0,0,0.0662253942767346,0,0,0,0,0,0,0,0,0,0,0,-0.00984364363730098,0,0,0,0,0,-0.0107465734346105,0
"sde_4",0,0.0006651973122821,0,0.194914273737128,0,0.000996684469189456,0,0.00328766779352869,0,0,0,0.00321497783492823,0,0,0,0,0,-0.0118198541039134,0,0,0.107862735820896,0,0,0,0,0,0,0,0,0,0.101691072970087,0,0,0,0,0,0,0,0.0196103163029874,0.0201107299616653,0,0,0,0.0110153811330909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120172062120357,0,0,0,0,0,0,0,0,0,0,0,0.0576194682090172,0,0,0,0,0.0182704177849314,0,0,0,0.06105408401443,0,0,0,0.00285505122797815,0.0533912026778697,0,0,0,0,0.00411962317954237,0,0.0543733273541175,0,0.152613484339747,0,0,0,0,0.0419488880622264,0.0254639773480195,0,0,0,0,0.0474187509089629,0,0,0,0.027030199985844,0,0,0.0216617335512386,0.0334830822803617,0,0,0,0.00481083271265783,0,0,0,0.0172080107353027,0,0,0,0,0,0,0,0,0,0,0,0
"sde_5",0,0,0,0,0.054790222070632,0.0994141892289552,0.0195852090772327,0,0,0,0.146140552831829,0.0359333829697789,0,0,0,0,0,0,0.0104920186947813,0,0,0,0,0,0,0,0.0634763143610841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252899114636357,0.00102644791547554,0,0,0,0,0,0,0,0.0694020383049694,0.00173765582625368,0,0,0.0437197120427041,0,0.015407324363448,0,0,0.0682503940156218,-3.87443776948913e-05,0,-0.000496748687502893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557085568051342,0,0.0590385147216778,0.0343268641693776,0,0,0,0,0.0448150116547225,0,0,0,0,0.210490799522703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_6",0,0,0.022776175217061,0.0354842146290182,0,0,0,0,0,0.0664173823917055,0,0,0,0.0165132784941603,0,0,0,0,0,0,0,0,0.037353322355726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127486415877712,0.0514410019668515,0,0,0,0,0,0,0,0.0193846851577886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169641581023446,-0.135898835763868,0,-0.0419957807006392,-0.018515661837466,-0.0601785667216265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512446402988865,0,0.06105408401443,0,0,0,0.0213094165779256,0,0.0424027678183368,0,0.155590339269713,-0.061293557313656,0.163346971805856,0.0893752243224335,0,0,0.0312342694044161,0,0,0.0368656443354369,0,0,0,0.0912881421280207,0,0,0,0,0,0,0,0,0,0.0605614315085018,0,0,0,0.106140575646904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_7",0,0,0,0,0,0.00908625261802412,0,0,0,0,0,0,0.0384357364496994,0,0,0,0,0,0,0.0453300666327351,0.0830532540536146,0,0,0.0266052705635326,0.00827247862339978,0.0121570796557999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802034647816792,0,0,0,0,0,0,0.0278077318516587,0,0,0,0,0,0,0,0,0,0.0115904561370077,0,0,0,0,0,0,0,0,0,0,0,0.0590341185164714,0,0.0516661633741468,0,0.0557085568051342,0,0,-0.00448649810628933,0,0,0.0609402797442504,0,0.00934533748327309,0,0,0,0.0996014734728928,0,0,0,0,0,0,0,0,0.0365145478859032,0,0.0577227507459684,0,0,0,0.014089703154979,0,0,0,0.0746051529032541,0,0,0,0.0392156837343463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210884776010579
"sde_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00958660206021612,-0.110014162355283,0,-0.00404044943098099,0,0,-0.0178372196393436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214648895702773,0.0137453591530569,0,0,0,0.0390570509825424,0,0,0,0,0,0,0,0,0,0,-0.0145331964880423,0,-0.0755282495953151,0,0,0,0,0,-0.0149165387437036,-0.0169739847653858,0,0,0,0,-0.0466045896839836,0,0,0,0,0,0,0,0,0.0242137361641609,0,0,0,-0.0195139782001458,0,0,0,0,0.0213094165779256,-0.00448649810628933,0,0,0.0324860907270701,0,0.00884443780463661,-0.131394473420116,0,0,0,0,0,0,0,0,0,-0.0277313210985941,0,0,-0.0250958884649846,0,-0.0454145368014848,0,-0.0227736161251389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185126673119021,0,0,0.0455683760365034,0,0,0,0,0,0.00123884375381447,0
"sde_9",0,0,0,0,0,0,0,0,0,0,0.0265900984288043,0,0,0,0.0875896552560096,0,0,0,0.16522114412256,0,0.0527468133156887,0,0.17865988273539,0,0.0281348479646358,0.168885914610009,0,0.0113332675228693,0,0,0,0,0,0,0,0,0,0.0597860497523318,0.0320230493464951,0,0.0171601656964446,0.0473262469225802,0.00975878939023181,0.000439367432046374,0.0492480677922675,0.0606453918169945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993303708660087,0,0,0,-0.0184114225511395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218126109435703,0,0,0,0.0590385147216778,0,0,0,0,0,0,0,0,0,0.0126442422681374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245283394564942,0,0,0,0.0092341916521173,0,0,0,0,0,0,0.00678052347870159,0,0,0.0157221772232651,0,0
"sde_10",0,0,0.0519320487320789,0,0.0570413258186488,0,0,0.0378671296577948,0,0.00835153027813168,0,0,0,0.0807820546495451,0,0,0,0,0,0,0,0,0.00430412555814726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374734256190842,0.0243298749865624,0,0.00660409097715919,0,0.00383668036675874,0.0492381682887293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14621801499466,-0.090500514181636,-0.00787157073364306,-0.127657512497331,0,-0.0106105702079005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829821411426075,0,0,0.0188205734299265,0,0.00285505122797815,0.0343268641693776,0.0424027678183368,0,0.0324860907270701,0,0,0,0.055528148174032,0,0.0126680647977842,0,0.00588852075013204,0.0950517397926338,0,0.0429672960124202,0.0687489271144557,0,0,0,0,0,0,0.00708170959756714,0,0,0,0,0,0,0,0,0,0,0,0.0678967649000763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644788962918001,0,0,0,0,0
"sde_11",0,0,0,0.0248842488819501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168491473850782,0.0141536231272376,0.100106455561674,0,0,0.0454830611033666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484698066757541,0.0533912026778697,0,0,0.0609402797442504,0,0,0,0,0.164979558265987,0,0,0,0,0.186770364671139,0,0,0,0.0490665179911326,0.121253855150679,0,0,0,0,0,0,0,0,0,0,0,0,0.000844560990438272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_12",0,0,0.106844179004828,0.0344533245579614,0,0,0,0,0,0,0,0,0,0.0163026745078139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151193628629654,0,0,0,0,0,-0.0185366698892867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188599601676815,0,0,0,0,0,0.0459141433530627,0,0,0,0.155590339269713,0,0.00884443780463661,0,0.055528148174032,0.164979558265987,0,0,0.135064248082916,0.0411860758209567,0,0.079450530975451,0.0405276791909666,0,0,0.0987054518596767,0,0,0.028763558514026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145027337321239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_13",0,0,0,0,0,0,0,0,0,0,0,0,0.145791947052312,0,0,0,0,0.0354374157785427,0.127364398138607,0.152743423948432,0,0,0,0.0804533733263143,0.00717856622175581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914361108859319,0,0,0,0,0,0,0,0.0111045229129149,0,0,0,0,0.0177859966143497,0,-0.0169601340425822,0,0,0,0,0,0.0375871094830656,0,0.0395861278953412,0.0577534456362298,0.0368587607276903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061293557313656,0.00934533748327309,-0.131394473420116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104603763258563,0,0,0.0114796751145505,-4.07249610648861e-06,0.0833729334438165,0,0,0,0,0,0.0516703977356123,0,0,0,0,0,0,-0.00371661606780882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_14",0,0,0,0,0,0,0.0585885290223542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00975781092176795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871462629652305,-0.115799969690226,-0.0955676453444046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176067552356275,0,0,0,0,0,0,0,0.00397517713011862,0,0,0,0.163346971805856,0,0,0,0.0126680647977842,0,0.135064248082916,0,0,0,0,0,0,0,0,0.030932298537601,0,0,0,0.108544417680157,0,0.0541067508284321,0,0,0,0,0,0.0214071931133538,0,0,0,0,0,0.00782665150642587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557577310236662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026878828522701,0,0,0,0,0,0,0,0,0.118816125625335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526435378308456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222436233970525,0,0.000750103403937257,0.0185483332436154,0,0,0,0,0,0,0,0.0448150116547225,0.0893752243224335,0,0,0.0126442422681374,0,0,0.0411860758209567,0,0,0,0,0.134134633612817,0,0,0,0.00910710216915618,0,0,0,0.023640560378044,0.0772764347953253,0,0,0,0,0,0,0,0,0,0,0.0120195140109372,0,0.0558175340755553,0,0,0.0513651019820043,0.0893438996503559,0,0.00359674374731321,0.014600247788705,0,0,0,0,0,0,0,0.0644846950958237,0,0,0,0,0
"sde_16",0.061433103286426,0,0,0.0287448281881276,0,0,0,0,0.0100086826995157,0,0,0,0,0.00789506535372088,0,0,0,0,0,0,0,0.00821783597635345,0,0,0.00323023780785196,0,0,0,0,0,0,0,0,0.00800873015268301,0,0,0,0,0,0.0809173767690181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169770799517219,-0.0217960650285763,0,0,0,0,0,0,0.00623486245771425,0,0,0,0,0,0,0.0684796821122634,0,0.00539108706520405,0,0,0,0.0587603386275894,0,0.0459049045836743,0.0597250444065843,0,0,0,0.135672679297364,0.00411962317954237,0,0,0,0,0,0.00588852075013204,0,0,0,0,0,0,0,0,0,0,0,0.094823923404196,0.0745033533621343,0.0192017273651485,0,0,0.0443118921252446,0,0,0,0,0,0,0,0,0,0.0270694124162107,0,0.00827610488908175,0.0607448964574893,0,0,0,0,0.0210617738654283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_17",0,0,0,0,0,0,0,0,0,0,0,0.03679508272408,0,0.0249072659149393,0.0915667256962234,0,0,0,0,0,0.0148560670391172,0,0.119795129604582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014862400685889,0.0262349814053443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300018693344663,0,0,0,0,0,0,0,0,0,0,0,0.0253120746184149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129868228799214,0,0.0119765399487898,0,0,0,0.0996014734728928,0,0,0.0950517397926338,0.186770364671139,0.079450530975451,0,0,0.134134633612817,0,0,0,0,0,0,0.00552955421814168,0,0,0,0.0026314143627149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136436330883172,0.0447230446189261,0.00998444386772138,0.0451234881387237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_18",0,0,0.101641605682854,0,0,0,0,0,0,0.00452633107058292,0,0,0,0.0183354979041539,0,0,0,0,0,0,0,0,0.00497176014432232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451505108132635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669645491663915,-0.0339117525514353,-0.0920815264915481,0,0,-0.00893276852749469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543733273541175,0,0.0312342694044161,0,0,0,0,0,0.0405276791909666,0,0,0,0,0,0,0,0,0.0168534100946814,0,0,0,0.0772455488630966,0,0,0.0976146509860475,0,0,0,0,0,0,0,0,0.0318366741627114,0.0542440024830868,0.112166656744647,0,0,0,0,0,0.0305777021928074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sde_19",0,0,0,0,0,0.0471978045950225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177499204200559,0,0,0.0072788954166969,0,0,0.000235684735376539,0,0,0,0.0558770762548461,0,0,0.00316684678196059,0,0,0,0,0.017909276612696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975457245482764,-0.0446055784253832,-0.0620373213525246,0,0,0,0,0.192151550181901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218725316229936,0,0,0,0,0,0,0.0429672960124202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993430289324362,0,0,-0.0697507391967421,0,0,0,0,0,0,0,0,0,0,0,0
"sde_20",0,0.00390397677376555,0,0,0.104596930169337,0,0,0,0,0,0.0345307193552263,0.0826832472057543,0,0.0271065854591499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363742144176598,0,0,0,0,0.0749447854502534,0,0.0482416259516638,0,0,0,0,0,0,0,0,0,0,0,0.122106004805606,0.000677121588123606,0,0,0,0,0.00682594529111628,0,0,0.0153306731765955,-0.0626431602200874,0,0,-0.0445616044479464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809403565420406,0,0.152613484339747,0.210490799522703,0,0,0,0,0.0687489271144557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151311985241876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IM_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114035339915324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133238479988053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414211407406048,0,0,0,0.00398406909856052,0,0,0,0,0,0,0.0632284295372501,0,0,0,0,0,0,0.0368656443354369,0,0,0,0,0.0490665179911326,0.0987054518596767,0,0.030932298537601,0.00910710216915618,0,0,0.0168534100946814,0,0,0,0.00531720399981969,0.25717568136458,0,0.0851569921952449,0,0,0,0,0,0,0,0,0.0821561911139905,0.118671333831978,0,0.0905115990521288,0,0.129353635694943,0,0,0,0,0,0,0.0107541249392224,0,0,0,0,0,0,0,0,0,0,0,0,0
"IM_2",0,0,0,0.0320992504858746,0,0,0,0,0.0159595908471086,0,0,0,0,0,0,0,0,0,0,0,0.00839291625734882,0,0.0286582422523472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357260017387791,0,0,0,0,0,0,0,0.0353400454441959,0,0,0.00565839543263745,0.0464975124017388,0,0,0,0.0509489452063629,0,0,0.0206857384653402,0,0.053221306147284,0,0.0295303050468404,0,0,0,0,0,0,0,0.121253855150679,0,0,0,0,0.094823923404196,0.00552955421814168,0,0,0,0.00531720399981969,0,0.00380875015698341,0.0492294181474401,0,0.10676353949173,0,0.0739583334211749,0.0480629689678387,0.0185731014072278,0,0.0409494662992351,0,0.0466752093510307,0.0494109024914812,0.065592023107162,0.0180748384956417,0,0,0.0256055826997361,0,0,0,0,0.0122140187945222,0,0,0,0,-0.00688795820932718,0,0,0,0,0,0,0,0,-0.0318766812040792
"IM_3",0,0,0,0.0189580156611548,0,0,0,0,0,0,0,0,0,0.0150232125148446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20528747082002e-05,0,0,0,0,0,0,0,0,0,0,-0.0452753906588694,-0.0853525250500513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444810125193526,0,0,0,0,0,0,0,0,0,0,0.000908094173863088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277313210985941,0,0,0,0,0.104603763258563,0,0,0.0745033533621343,0,0,0,0,0.25717568136458,0.00380875015698341,0,0.0249065918208514,0.0722542282429665,0.0104394183935081,0.0740931259112632,0,0.0232141034654392,0,0,0,0,0.107897486070132,0.0343910978002721,0,0.0448853703612445,0,0,0.0421700878132855,-0.00419832033284718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IM_4",0,0,0,0.0205378435690777,0,0,0.0341322638373914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371937809921416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100952051205484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100612195794269,0,0,0,0,0,0,0,0,-0.0154730027394069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968568516337564,0,0,0,0,0.0137662760175127,0,0,0,0,0,0,0,0,0,0,0.0523434548268627,0,0,0,0,0,0,0,0,0.028763558514026,0,0,0,0.0192017273651485,0,0,0,0,0,0.0492294181474401,0.0249065918208514,0,0.0414368997448884,0.00574302481507277,0.0917397568894976,0,0,0,0,0.289134897521037,0,0.0637644932391898,0.186718546738536,0,0.00439265870262516,0,0,0.0897657406854323,-0.00969984284002341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
