"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Physical","Material","Social","Moral","SES2","SES1","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref"
"ses_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639268806036314,0,0,0,0,0,0,0.00399080084226428,0,0,0,0.0395329079611838,0,0,0.00452115275431608,0.14256816092889,0.02469592834712,0.147986389513798,0,0,0,0.0455006883475,0,0,0.0206794395479341,0.0260117443671181,0,0,0,0.0789593158374672,0,0,0,0.0297230918770993,0,0,0,0,0,0,0,0,0,0,0,0.00834535289835828,0.0168840734729124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341605751685577,0.0622437610035543,0,0,0,0,0,0,0,0,0,0.0596703699350524,0,0,0,0,0,0,0,0.0113332675228693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195662472218665,0,0.00934806108109316,0,0,0,0,0,0,0,0,0,0,0,0,0.0564177600615877,0,0,0,0.0187026741874419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544506831778221,0,0,0,0,0,0,0,0,0.0255143090386891,0.0104715580399433,0,0.0508967980112629,0,0,0,0.0851180889233067,0.134522380129167,0.0120188175694395,0.0286445095328983,0.0705278346187056,0.138918348276733,0.0151979659397796,0,0,0.0279930987426029,0,0.0425778758625175,0.09634710312379,0.00448269922157627,0.00682275991016253,0.125149803360972,0,0,0,0,0,0,0,0,-0.0112550514569004,0,0,0,0,0,0,0.0308836772413772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369081854684601,0,0,0,0,0,0,0,0.0350057440046058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_4",0,0,0,0,0,0,0,0,0,0,0,0,0.00754197692569562,0,0,0,0,0.02424770696423,0,0,0,0,0,0.0081794034905763,0,0,0.187306945475282,0.00452115275431608,0,0,0.0465117241836182,0.0185543797655032,0.0885509799949152,0.000696458949664489,0,0.139455404332427,0.0865109724672512,0,0,0.0697596664657925,0.0694426706977644,0.00204931837009162,0,0,0.109053871099431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475945050918558,0,0,0,0,0,0,0,0,0,0.00406303383163692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072788954166969,0,0,0,0,0,0,0,0,0,0,0.0139536883534211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_5",0,0,0,0,0,0,0,0,0,0,0,0.0642216317167303,0,0.0444707349785968,0,0.0167406473692708,0.0132377460270865,0,0,0,0,0,0,0,0,0,0.0145802311488068,0.14256816092889,0.0851180889233067,0.0465117241836182,0,0,0.0687982038908221,0,0.114783938764462,0.00793634121213105,0,0,0,0.00357062153563115,0,0.0207976225356763,0.109294451927209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989619475921717,0,0,0,0,0,0,0,0,0,0,0,0,0.0095220909594966,0,0,0,0,0,0.0359095355186207,0,0,0,0,0.0168283487858654,0,0,0,0,0,0,0,0.101691072970087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380659194497323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169486425631051,0.00785683488289594,0,0,0,0,0,0,0,0,0,0,0.125055996757864,0.02469592834712,0.134522380129167,0.0185543797655032,0,0,0.0911980226978161,0.0707393669985498,0.0553474255384229,0.0794164348015477,0.136019114782614,0,0,0.0424226003986465,0,0.0598435543471178,0,0,0.0923658834035664,0,0,0,0,0,0,0,0,0,-0.00479622500877196,0,0,0,0,0,0,0.0861200598693083,0,0,0,0,0,0.00878756157899381,0,0,-0.000127127387089178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545573627152344,0,0,0,0,0,0,0,0,0,0,0,0.0520326419659115,0.147986389513798,0.0120188175694395,0.0885509799949152,0.0687982038908221,0.0911980226978161,0,0,0.00979973517880547,0.0215238715289346,0.0251755071101962,0,0,0,0,0.298792300586799,0,0.0497267730443942,0,0.0626601644671177,0,0,0.0180203783489752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146841808497809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235684735376539,0,0,0,0,0,0,0,0,0,0,0.00315029780266285,0,0,0,0,0,0,0,0,0,0,0.0787629415804211,0,0,0,0.00282541230969757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_8",0.0101308644147448,0.00192484116173476,0,0,0,0.0403610223733105,0,0,0,0.0644878607454661,0,0.00599845800791392,0,0.114201900472192,0.00525590064916853,0,0,0,0,0,0,0,0,0.0011614022397093,0,0,0,0,0.0286445095328983,0.000696458949664489,0,0.0707393669985498,0,0,0.0522226780374173,0,0,0,0,0,0,0.0162838846973112,0,0,0,0.0173050652340436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495783835705455,0,0,0,-0.0709812722896075,0,0,0,0,-0.0648704820059958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958306206158214,0,0,0,0,0,0,0,0,0,0,0,0,0.00800873015268301,0,0,0,0.000363742144176598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_9",0,0,0,0,0,0,0,0,0,0,0.00429974091564488,0,0,0,0,0,0.0336578528854074,0,0,-0.0242203518057083,0,0,0,0.00425204491372994,0,0,0,0,0.0705278346187056,0,0.114783938764462,0.0553474255384229,0.00979973517880547,0.0522226780374173,0,0.319612581158713,0,0.0919920296008921,0,0.00130216730320285,0.0356821829568842,0.0110992814504223,0.126492467133384,0,0.00740684430859684,0.117201387073438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062346652632559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732152955193055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ses_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489399392463113,0,0,0,0,0,0,0,0,0,0.00749457847983699,0,0.012933721956576,0,0.138918348276733,0.139455404332427,0.00793634121213105,0.0794164348015477,0.0215238715289346,0,0.319612581158713,0,0.0334655964530448,0,0,0,0,0.100424944408039,0,0,0.0236441528725111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_1",0,0,0,0,0,0,0,0,0,0,0,0,0.0422821151010322,0,0.104633869407447,0,0,0,0,0,0,0,0,0,0,0,0.0719073148480202,0.0455006883475,0.0151979659397796,0.0865109724672512,0,0.136019114782614,0.0251755071101962,0,0,0.0334655964530448,0,0,0,0.0647605042859043,0.0519468709815033,0.0927565514652997,0.028788726464012,0,0.107580801862681,0.0255344458281059,0,0,0,0.0250779295645522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113289432309652,0,0.00235319353832902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558770762548461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391713370068949,0,0,0,0.00581045008316209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_2",0.0033181716551444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024647194348764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919920296008921,0,0,0,0.126117489310081,0.0133961289677628,0.0961230691665577,0,0.118169462732372,0.156816319736856,0,0.0548245722629644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920928822805712,0,0,-0.00137741196579754,-0.0939225995688316,0,-0.0775212666270792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235155836517511,0,0,0,0,0,0,0.000127486415877712,0,0,0.0597860497523318,0.0374734256190842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100952051205484,0,0,0,0,0,0,0,-0.0259011402757817,0,0,0,0,0,0,0,0,0,0,0,0.0569805269160143,0,0,0,0.0182932125908282,0,0,0,0,0,0.0349243223243241,0,0,0,0,0
"coreself_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755774395357256,0,0,0,0.0684140310727882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126117489310081,0,0,0.0241184239422986,0,0.0600821189845986,0.0963213016475923,0,0,0.0411716373712802,0,0,0,0,0,0.00714952797294464,0.00876404076778751,0,0,0,0,0,0,0,0,-0.0362914642078429,-0.10089827176466,0,-0.0190821814382955,0,-0.0410861299863007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140283366196897,0,0.00238323817628136,0,0,0,0,0,0.146938539010673,0,0.0196103163029874,0,0.0514410019668515,0,0,0.0320230493464951,0.0243298749865624,0,0,0,0,0,0,0,0.0451505108132635,0,0.0749447854502534,0,0,0,0,0.0138162341536378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168593042005605,0.0109951313502313,0.0482520506229859,0,0,0,0,0,0,0.024902251677034,0,0,0,0,0
"coreself_4",0.069171317862621,0,0,0.0146523230770956,0,0.0187928094491285,0,0,0.0312091954020688,0,0,0,0,0,0.00847833132275796,0,0,0,0,0,0.0838881143559331,0,0,0.141215682203913,0,0,0,0.0206794395479341,0.0279930987426029,0.0697596664657925,0.00357062153563115,0.0424226003986465,0,0,0.00130216730320285,0,0.0647605042859043,0.0133961289677628,0,0,0,0,0,0,0.0954357810019639,0.0294689562745134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010224211862936,0,0,0,0,0,0,0,-0.0353444921145404,0,0.00229929336507822,0,0,0,0,0.035186685240945,0,0,0.0801284793247175,0.00737223294772875,0,0.00117173502999193,0,0,0,0,0,0,0.0112117054151818,0,0.0063619825564238,0.0201107299616653,0,0,0,0,0,0,0,0,0,0,0,0.0809173767690181,0,0,0.00316684678196059,0,0,0,1.20528747082002e-05,0,0,0,0,0.022034526141719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260117443671181,0,0.0694426706977644,0,0,0,0,0.0356821829568842,0,0.0519468709815033,0.0961230691665577,0.0241184239422986,0,0,0.0524682379505065,0.109722826071458,0.170632637425187,0,0.0328184376062843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256725495822787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842626046938191,0,0,0,0,0,0,0.0171601656964446,0.00660409097715919,0,0,0,0,0,0,0,0,0,0.0482416259516638,0,0,0,0,0,0,0,0,0,0.0203265938329592,0,0,0,0,0,0,0,0,0,0,0.0887421986315554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_6",0,0,0,0,0,0.0225435868045447,0,0,0,0,0,0,0,0,0.117818740859433,0,0,0,0,0,0,0,0,0.0455352584247862,0,0,0.0227763574909893,0,0.0425778758625175,0.00204931837009162,0.0207976225356763,0.0598435543471178,0.298792300586799,0.0162838846973112,0.0110992814504223,0.100424944408039,0.0927565514652997,0,0,0,0.0524682379505065,0,0.0216179742298821,0.0386620027230702,0.0678233802538957,0.0299118732508709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716395222625233,0,0,0,0,0,0,0,0,0,0,0.0124777394146336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473262469225802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350008503392447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_7",0,0,0,0,0,0,0,0,0,0,0,0.024094800407159,0,0,0.0317583282786984,0,0,0,0,0,0,0,0,0,0,0,0.00689761436233236,0,0.09634710312379,0,0.109294451927209,0,0,0,0.126492467133384,0,0.028788726464012,0.118169462732372,0.0600821189845986,0,0.109722826071458,0.0216179742298821,0,0.140157824810293,0,0.133088829723437,0.00962388273619753,0,0.0103948461899407,0,0,0,0.0303265051132789,0,0,0,0,0,0,0,0,0,-0.018723646459483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373419421017923,0,0,0,0,0,0,0.00975878939023181,0.00383668036675874,0,0,0,0,0,0,0.014862400685889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416903143725662,0.0368988169303717,0.00751683058907193,0.00874093340377926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132610384859799,0,0,0,0,0,0.0354779233426724,0,0.0568503715865422,0,0,0,0,0,0.00448269922157627,0,0,0,0.0497267730443942,0,0,0,0,0.156816319736856,0.0963213016475923,0,0.170632637425187,0.0386620027230702,0.140157824810293,0,0,0.00261513406306584,0,0,0,0,0,0,0.037357390618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143440152405275,0,0,0,0.0500033428679896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506798814991589,0,0,0,0,0.0410574670463721,0,0.0110153811330909,0.000252899114636357,0,0,0,0.000439367432046374,0.0492381682887293,0,0,0,0,0.026878828522701,0,0.0262349814053443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109281897708126,0.0272917626470084,0,0,0.0540802676064325,0,0.00632814642729533,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105499323903197,0,0.0434077799895599,0,0,0,0.00549664778351052,0,0,0.153004027825408,0,0.0266059403328489,0.0244587439588044,0.0789593158374672,0.00682275991016253,0.109053871099431,0,0.0923658834035664,0,0,0.00740684430859684,0.0236441528725111,0.107580801862681,0,0,0.0954357810019639,0,0.0678233802538957,0,0,0,0.0552411597978204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066270686354427,0,0,-0.0188226396219606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102644791547554,0,0,0,0.0492480677922675,0,0,0,0,0,0,0,0,0,0.017909276612696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coreself_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907649448569369,0,0.0421745245616905,0,0,0,0,0,0,0.0781517973009146,0,0,0,0,0.125149803360972,0,0,0,0.0626601644671177,0.0173050652340436,0.117201387073438,0,0.0255344458281059,0.0548245722629644,0,0.0294689562745134,0.0328184376062843,0.0299118732508709,0.133088829723437,0.00261513406306584,0.0552411597978204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606453918169945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404804653609088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411716373712802,0,0,0,0.00962388273619753,0,0,0,0,0.0741417861703531,0.0792163106714852,0.0758178632333596,0,0,0,0.0436937275806712,0,0.00090005877661918,0.0383508726476117,0.0191355111936317,0.0281733739342168,0.191912339952237,0,0,-0.0791716953386303,-0.0408069541592922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193846851577886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557643656857617,0.0237013310174758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741417861703531,0,0.117155835490817,0.158605523922002,0.101497753331742,0.00387343291381889,0,0,0,0.514931746679161,0.0908666431438922,0.0293854864802267,0,0.00400168768466455,0.0108462213078635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214648895702773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114292655169867,0,-0.0105565860811214,0,0,0,0,0,0,0.0330108902710984,0,0.0110056814183255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI3",0,0,-0.00895318489417894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320297658493279,0,0,-0.0171958979612197,0,0,0,0,0,0.0297230918770993,0,0,0,0,0.0180203783489752,0,0,0,0,0,0,0,0,0,0.0103948461899407,0,0,0,0.0792163106714852,0.117155835490817,0,0.09130651455528,0,0.00586790478775021,0.0130562298457389,0,0,0.0407921663340282,0,0,0,0.00349991063543583,0.440127367353292,0,0,0,0,0,0.118168217346288,0,0,-0.0345915790124332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137453591530569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498689787560807,0,-0.00958176216768749,0,0,0,0.0604295332534316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250779295645522,0,0,0,0,0,0,0,0,0,0.0758178632333596,0.158605523922002,0.09130651455528,0,0.0832871990981851,0.108669514861865,0,0,0,0.0972862245920118,0.207557266070178,0,0.0337274948063292,0.0336155278935527,0.0319304158902756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228934306139854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572448066674294,0,0,0,0,0.00555789755609229,0,0,0,0,0,0,0,0,0,0
"NPI5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101497753331742,0,0.0832871990981851,0,0.118703299028648,0,0.0508731750102691,0,0.11949264179336,0.175295721961136,0.00180288031391195,0,0,0.0530697020490334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452753906588694,0,-0.00850830567251763,0,0,0,0,0,0,0,0,0,0,0,-0.0139587882583987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI6",0,-0.0212555366226915,0,0,0,0,0,-0.00570274616229827,0,0,0,0,0,0,0,0,0,0.0162634683802198,0.0234937922077705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387343291381889,0.00586790478775021,0.108669514861865,0.118703299028648,0,0,0.0387100222847092,0.0226684986484385,0.0760345901610354,0.0547889404577059,0,0.0197652995565462,0,0.061989603920317,0,0,0,-0.0923556070550977,0,0,0.0159341383342479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363821719426218,0,0,0,0,0,0,0,0,0,0,-0.00975781092176795,0,0,0,0,0,0,0,0,-0.0853525250500513,-0.00100612195794269,-0.00747734411885365,0,0,0,0,0,0,0,0,-0.00377017847740151,-0.0207856355689966,0,-0.06070610523001,0,0,0,0,0,0,0,0,0,0,0,0,0.013464795430319,0,0,0,0,0,0,0,0,0
"NPI7",0,0,0,0,0.0324788330218133,0,0,0,0,0,0.0272553509117884,0.110349814441344,0,0,0,0,0,0,0,0,0.0188685382672234,0,0.0410972652156409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714952797294464,0,0,0,0.0303265051132789,0.037357390618557,0,0,0,0,0.0130562298457389,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506314693472815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1152889466587e-05,0,0,0,0.0470703061534433,0,0,0.0694020383049694,0,0,0.0390570509825424,0,0,0,0,0,0,0.118816125625335,0,0,0,0,0.122106004805606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650330098344685,0,0.00645028957386088,0.00380215466108921,0,0,0.0403996533348887,0,0,0,0,0,0,0,0,0,0,0,0
"NPI8",0,0,0,0,0.0520466139558884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356078300284473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876404076778751,0,0,0,0,0,0,0,0.0436937275806712,0,0,0,0.0508731750102691,0.0387100222847092,0,0,0,0,0.223622404025364,0,0.174044170590227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044555958005492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240003494515501,0,0,0,0.00173765582625368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677121588123606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411644511544853,0,0,0,0,0,0,0,0,0,0,-0.0369842148550728,0,0,0,0
"NPI9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112550514569004,0,0,-0.00479622500877196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226684986484385,0,0,0,0,0,0,-0.00724580109852964,0,0,-0.00739250041331372,0,0,0,0,0,0,0,0,0.214463981218737,0,0,-0.0343865371742056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213050682551856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914361108859319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371943086207281,-0.0128487968175334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI10",0,0,0,0,0,0,0,0,0,0,-0.00644828237426171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090005877661918,0.514931746679161,0.0407921663340282,0.0972862245920118,0.11949264179336,0.0760345901610354,0,0,0,0,0.00293863420387644,0.0652613729002304,0,0,0.0393653529288714,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216871584625183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499671481298622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
