"","from","to","edgebetweenness"
"10232","moralSeImag_9","IM_7",0
"10233","moralSeImag_9","IM_8",0
"10234","moralSeImag_9","IM_9",0
"10235","moralSeImag_9","IM_10",0
"10236","moralSeImag_9","IM_11",0
"10237","moralSeImag_9","IM_12",0
"10238","moralSeImag_9","IM_13",0
"10239","selfclarity_7","hsns_2",0
"10240","moralSeImag_9","IM_14",0
"10241","moralSeImag_9","IM_15",0
"10242","moralSeImag_9","IM_16",0
"10243","moralSeImag_9","IM_17",0
"10244","moralSeImag_9","IM_18",0
"10245","moralSeImag_9","IM_19",0
"10246","moralSeImag_9","IM_20",0
"10247","moralSeImag_9","Ability",0
"10248","moralSeImag_9","Physical",0
"10249","moralSeImag_9","Material",0
"10250","selfclarity_1","sde_4",0
"10251","selfclarity_7","hsns_3",0
"10252","moralSeImag_9","Social",0
"10253","moralSeImag_9","Moral",0
"10254","moralSeImag_9","SES2",0
"10255","moralSeImag_9","SES1",0
"10256","moralSeImag_9","ability_IAT",0
"10257","moralSeImag_9","moral_IAT",0
"10258","moralSeImag_9","ability_ALT_rt_val",0
"10259","moralSeImag_9","moral_ALT_rt_val",0
"10260","moralSeImag_9","ability_ALT_rt_ref",0
"10261","moralSeImag_9","moral_ALT_rt_ref",0
"10262","selfclarity_7","hsns_4",0
"10263","moralSeImag_9","ability_SRET_EW",0
"10264","moralSeImag_9","moral_SRET_EW",0
"10265","moralSeImag_9","ability_ALT_d_val",0
"10266","moralSeImag_9","moral_ALT_d_val",0
"10267","moralSeImag_9","ability_ALT_d_ref",0
"10268","moralSeImag_9","moral_ALT_d_ref",0
"10269","sde_1","sde_2",0
"10270","sde_1","sde_3",0
"10271","sde_1","sde_4",0
"10272","sde_1","sde_5",0
"10273","selfclarity_7","hsns_5",0
"10274","sde_1","sde_6",0
"10276","sde_1","sde_8",0
"10277","sde_1","sde_9",0
"10278","sde_1","sde_10",0
"10279","sde_1","sde_11",0
"10280","sde_1","sde_12",0
"10281","sde_1","sde_13",0
"10282","sde_1","sde_14",0
"10283","sde_1","sde_15",0
"10284","selfclarity_7","hsns_6",0
"10285","sde_1","sde_16",0
"10287","sde_1","sde_18",0
"10288","sde_1","sde_19",0
"10289","sde_1","sde_20",0
"10290","sde_1","IM_1",0
"10292","sde_1","IM_3",0
"10293","sde_1","IM_4",0
"10294","sde_1","IM_5",0
"10295","selfclarity_7","hsns_7",0
"10296","sde_1","IM_6",0
"10297","sde_1","IM_7",0
"10298","sde_1","IM_8",0
"10299","sde_1","IM_9",0
"10300","sde_1","IM_10",0
"10301","sde_1","IM_11",0
"10302","sde_1","IM_12",0
"10303","sde_1","IM_13",0
"10304","sde_1","IM_14",0
"10305","sde_1","IM_15",0
"10306","selfclarity_7","hsns_8",0
"10307","sde_1","IM_16",0
"10308","sde_1","IM_17",0
"10309","sde_1","IM_18",0
"10310","sde_1","IM_19",0
"10311","sde_1","IM_20",0
"10312","sde_1","Ability",0
"10313","sde_1","Physical",0
"10314","sde_1","Material",0
"10315","sde_1","Social",0
"10316","sde_1","Moral",0
"10317","selfclarity_7","hsns_9",0
"10318","sde_1","SES2",0
"10319","sde_1","SES1",0
"10320","sde_1","ability_IAT",0
"10321","sde_1","moral_IAT",0
"10322","sde_1","ability_ALT_rt_val",0
"10323","sde_1","moral_ALT_rt_val",0
"10324","sde_1","ability_ALT_rt_ref",0
"10325","sde_1","moral_ALT_rt_ref",0
"10326","sde_1","ability_SRET_EW",0
"10327","sde_1","moral_SRET_EW",0
"10328","selfclarity_7","hsns_10",0
"10329","sde_1","ability_ALT_d_val",0
"10330","sde_1","moral_ALT_d_val",0
"10331","sde_1","ability_ALT_d_ref",0
"10332","sde_1","moral_ALT_d_ref",0
"10333","sde_2","sde_3",0
"10334","sde_2","sde_4",0
"10335","sde_2","sde_5",0
"10337","sde_2","sde_7",0
"10338","sde_2","sde_8",0
"10339","selfclarity_7","MorIden_1",0
"10340","sde_2","sde_9",0
"10341","sde_2","sde_10",0
"10342","sde_2","sde_11",0
"10344","sde_2","sde_13",0
"10345","sde_2","sde_14",0
"10346","sde_2","sde_15",0
"10347","sde_2","sde_16",0
"10348","sde_2","sde_17",0
"10349","sde_2","sde_18",0
"10350","selfclarity_7","MorIden_2",0
"10351","sde_2","sde_19",0
"10353","sde_2","IM_1",0
"10354","sde_2","IM_2",0
"10355","sde_2","IM_3",0
"10356","sde_2","IM_4",0
"10357","sde_2","IM_5",0
"10358","sde_2","IM_6",0
"10359","sde_2","IM_7",0
"10360","sde_2","IM_8",0
"10361","selfclarity_1","sde_5",0
"10362","selfclarity_7","MorIden_3",0
"10363","sde_2","IM_9",0
"10364","sde_2","IM_10",0
"10366","sde_2","IM_12",0
"10367","sde_2","IM_13",0
"10368","sde_2","IM_14",0
"10369","sde_2","IM_15",0
"10370","sde_2","IM_16",0
"10371","sde_2","IM_17",0
"10372","sde_2","IM_18",0
"10373","selfclarity_7","MorIden_4",0
"10375","sde_2","IM_20",0
"10376","sde_2","Ability",0
"10378","sde_2","Material",0
"10379","sde_2","Social",0
"10380","sde_2","Moral",0
"10381","sde_2","SES2",0
"10382","sde_2","SES1",0
"10383","sde_2","ability_IAT",0
"10384","selfclarity_7","MorIden_5",0
"10385","sde_2","moral_IAT",0
"10386","sde_2","ability_ALT_rt_val",0
"10387","sde_2","moral_ALT_rt_val",0
"10388","sde_2","ability_ALT_rt_ref",0
"10389","sde_2","moral_ALT_rt_ref",0
"10391","sde_2","moral_SRET_EW",0
"10392","sde_2","ability_ALT_d_val",0
"10393","sde_2","moral_ALT_d_val",0
"10394","sde_2","ability_ALT_d_ref",0
"10395","selfclarity_7","MorIden_6",0
"10396","sde_2","moral_ALT_d_ref",0
"10397","sde_3","sde_4",0
"10398","sde_3","sde_5",0
"10399","sde_3","sde_6",0
"10401","sde_3","sde_8",0
"10402","sde_3","sde_9",0
"10403","sde_3","sde_10",0
"10405","sde_3","sde_12",0
"10406","selfclarity_7","MorIden_7",0
"10407","sde_3","sde_13",0
"10408","sde_3","sde_14",0
"10409","sde_3","sde_15",0
"10411","sde_3","sde_17",0
"10412","sde_3","sde_18",0
"10414","sde_3","sde_20",0
"10415","sde_3","IM_1",0
"10416","sde_3","IM_2",0
"10417","selfclarity_7","MorIden_8",0
"10418","sde_3","IM_3",0
"10420","sde_3","IM_5",0
"10421","sde_3","IM_6",0
"10422","sde_3","IM_7",0
"10423","sde_3","IM_8",0
"10424","sde_3","IM_9",0
"10425","sde_3","IM_10",0
"10426","sde_3","IM_11",0
"10427","sde_3","IM_12",0
"10428","selfclarity_7","MorIden_9",0
"10429","sde_3","IM_13",0
"10430","sde_3","IM_14",0
"10431","sde_3","IM_15",0
"10432","sde_3","IM_16",0
"10433","sde_3","IM_17",0
"10434","sde_3","IM_18",0
"10435","sde_3","IM_19",0
"10437","sde_3","Ability",0
"10438","sde_3","Physical",0
"10439","selfclarity_7","MorIden_10",0
"10440","sde_3","Material",0
"10441","sde_3","Social",0
"10442","sde_3","Moral",0
"10443","sde_3","SES2",0
"10444","sde_3","SES1",0
"10445","sde_3","ability_IAT",0
"10446","sde_3","moral_IAT",0
"10447","sde_3","ability_ALT_rt_val",0
"10448","sde_3","moral_ALT_rt_val",0
"10449","sde_3","ability_ALT_rt_ref",0
"10450","selfclarity_7","moralSeImag_1",0
"10451","sde_3","moral_ALT_rt_ref",0
"10452","sde_3","ability_SRET_EW",0
"10453","sde_3","moral_SRET_EW",0
"10454","sde_3","ability_ALT_d_val",0
"10455","sde_3","moral_ALT_d_val",0
"10456","sde_3","ability_ALT_d_ref",0
"10457","sde_3","moral_ALT_d_ref",0
"10458","sde_4","sde_5",0
"10460","sde_4","sde_7",0
"10461","selfclarity_7","moralSeImag_2",0
"10462","sde_4","sde_8",0
"10463","sde_4","sde_9",0
"10464","sde_4","sde_10",0
"10465","sde_4","sde_11",0
"10466","sde_4","sde_12",0
"10467","sde_4","sde_13",0
"10468","sde_4","sde_14",0
"10469","sde_4","sde_15",0
"10470","sde_4","sde_16",0
"10471","sde_4","sde_17",0
"10472","selfclarity_1","sde_6",0
"10473","selfclarity_7","moralSeImag_3",0
"10475","sde_4","sde_19",0
"10477","sde_4","IM_1",0
"10478","sde_4","IM_2",0
"10479","sde_4","IM_3",0
"10480","sde_4","IM_4",0
"10482","sde_4","IM_6",0
"10483","sde_4","IM_7",0
"10484","selfclarity_7","moralSeImag_4",0
"10485","sde_4","IM_8",0
"10486","sde_4","IM_9",0
"10487","sde_4","IM_10",0
"10489","sde_4","IM_12",0
"10490","sde_4","IM_13",0
"10491","sde_4","IM_14",0
"10492","sde_4","IM_15",0
"10493","sde_4","IM_16",0
"10494","sde_4","IM_17",0
"10495","selfclarity_7","moralSeImag_5",0
"10496","sde_4","IM_18",0
"10497","sde_4","IM_19",0
"10498","sde_4","IM_20",0
"10499","sde_4","Ability",0
"10500","sde_4","Physical",0
"10501","sde_4","Material",0
"10502","sde_4","Social",0
"10503","sde_4","Moral",0
"10504","sde_4","SES2",0
"10505","sde_4","SES1",0
"10506","selfclarity_7","moralSeImag_6",0
"10507","sde_4","ability_IAT",0
"10508","sde_4","moral_IAT",0
"10509","sde_4","ability_ALT_rt_val",0
"10510","sde_4","moral_ALT_rt_val",0
"10511","sde_4","ability_ALT_rt_ref",0
"10512","sde_4","moral_ALT_rt_ref",0
"10513","sde_4","ability_SRET_EW",0
"10514","sde_4","moral_SRET_EW",0
"10515","sde_4","ability_ALT_d_val",0
"10516","sde_4","moral_ALT_d_val",0
"10517","selfclarity_7","moralSeImag_7",0
"10518","sde_4","ability_ALT_d_ref",0
"10519","sde_4","moral_ALT_d_ref",0
"10520","sde_5","sde_6",0
"10522","sde_5","sde_8",0
"10524","sde_5","sde_10",0
"10525","sde_5","sde_11",0
"10526","sde_5","sde_12",0
"10527","sde_5","sde_13",0
"10528","selfclarity_7","moralSeImag_8",0
"10529","sde_5","sde_14",0
"10530","sde_5","sde_15",0
"10531","sde_5","sde_16",0
"10532","sde_5","sde_17",0
"10533","sde_5","sde_18",0
"10534","sde_5","sde_19",0
"10536","sde_5","IM_1",0
"10537","sde_5","IM_2",0
"10538","sde_5","IM_3",0
"10539","selfclarity_7","moralSeImag_9",0
"10540","sde_5","IM_4",0
"10541","sde_5","IM_5",0
"10542","sde_5","IM_6",0
"10543","sde_5","IM_7",0
"10544","sde_5","IM_8",0
"10545","sde_5","IM_9",0
"10546","sde_5","IM_10",0
"10547","sde_5","IM_11",0
"10548","sde_5","IM_12",0
"10549","sde_5","IM_13",0
"10550","selfclarity_7","sde_1",0
"10551","sde_5","IM_14",0
"10552","sde_5","IM_15",0
"10553","sde_5","IM_16",0
"10554","sde_5","IM_17",0
"10555","sde_5","IM_18",0
"10556","sde_5","IM_19",0
"10557","sde_5","IM_20",0
"10558","sde_5","Ability",0
"10559","sde_5","Physical",0
"10560","sde_5","Material",0
"10561","selfclarity_7","sde_2",0
"10562","sde_5","Social",0
"10563","sde_5","Moral",0
"10564","sde_5","SES2",0
"10565","sde_5","SES1",0
"10566","sde_5","ability_IAT",0
"10567","sde_5","moral_IAT",0
"10568","sde_5","ability_ALT_rt_val",0
"10569","sde_5","moral_ALT_rt_val",0
"10570","sde_5","ability_ALT_rt_ref",0
"10571","sde_5","moral_ALT_rt_ref",0
"10572","selfclarity_7","sde_3",0
"10573","sde_5","ability_SRET_EW",0
"10574","sde_5","moral_SRET_EW",0
"10575","sde_5","ability_ALT_d_val",0
"10576","sde_5","moral_ALT_d_val",0
"10577","sde_5","ability_ALT_d_ref",0
"10578","sde_5","moral_ALT_d_ref",0
"10579","sde_6","sde_7",0
"10580","sde_6","sde_8",0
"10581","sde_6","sde_9",0
"10582","sde_6","sde_10",0
"10583","selfclarity_1","sde_7",0
"10584","selfclarity_7","sde_4",0
"10585","sde_6","sde_11",0
"10590","sde_6","sde_16",0
"10591","sde_6","sde_17",0
"10592","sde_6","sde_18",0
"10593","sde_6","sde_19",0
"10594","sde_6","sde_20",0
"10595","selfclarity_7","sde_5",0
"10596","sde_6","IM_1",0
"10597","sde_6","IM_2",0
"10598","sde_6","IM_3",0
"10599","sde_6","IM_4",0
"10601","sde_6","IM_6",0
"10602","sde_6","IM_7",0
"10603","sde_6","IM_8",0
"10604","sde_6","IM_9",0
"10605","sde_6","IM_10",0
"10606","selfclarity_7","sde_6",0
"10607","sde_6","IM_11",0
"10608","sde_6","IM_12",0
"10609","sde_6","IM_13",0
"10610","sde_6","IM_14",0
"10612","sde_6","IM_16",0
"10613","sde_6","IM_17",0
"10614","sde_6","IM_18",0
"10616","sde_6","IM_20",0
"10617","selfclarity_7","sde_7",0
"10618","sde_6","Ability",0
"10619","sde_6","Physical",0
"10620","sde_6","Material",0
"10621","sde_6","Social",0
"10622","sde_6","Moral",0
"10623","sde_6","SES2",0
"10624","sde_6","SES1",0
"10625","sde_6","ability_IAT",0
"10626","sde_6","moral_IAT",0
"10627","sde_6","ability_ALT_rt_val",0
"10628","selfclarity_7","sde_8",0
"10629","sde_6","moral_ALT_rt_val",0
"10630","sde_6","ability_ALT_rt_ref",0
"10631","sde_6","moral_ALT_rt_ref",0
"10632","sde_6","ability_SRET_EW",0
"10633","sde_6","moral_SRET_EW",0
"10634","sde_6","ability_ALT_d_val",0
"10635","sde_6","moral_ALT_d_val",0
"10636","sde_6","ability_ALT_d_ref",0
"10637","sde_6","moral_ALT_d_ref",0
"10638","sde_7","sde_8",0
"10639","selfclarity_7","sde_9",0
"10640","sde_7","sde_9",0
"10641","sde_7","sde_10",0
"10642","sde_7","sde_11",0
"10643","sde_7","sde_12",0
"10644","sde_7","sde_13",0
"10645","sde_7","sde_14",0
"10646","sde_7","sde_15",0
"10647","sde_7","sde_16",0
"10649","sde_7","sde_18",0
"10650","selfclarity_7","sde_10",0
"10651","sde_7","sde_19",0
"10652","sde_7","sde_20",0
"10653","sde_7","IM_1",0
"10654","sde_7","IM_2",0
"10655","sde_7","IM_3",0
"10656","sde_7","IM_4",0
"10657","sde_7","IM_5",0
"10658","sde_7","IM_6",0
"10659","sde_7","IM_7",0
"10661","selfclarity_7","sde_11",0
"10662","sde_7","IM_9",0
"10663","sde_7","IM_10",0
"10664","sde_7","IM_11",0
"10665","sde_7","IM_12",0
"10666","sde_7","IM_13",0
"10667","sde_7","IM_14",0
"10668","sde_7","IM_15",0
"10670","sde_7","IM_17",0
"10671","sde_7","IM_18",0
"10672","selfclarity_7","sde_12",0
"10673","sde_7","IM_19",0
"10674","sde_7","IM_20",0
"10675","sde_7","Ability",0
"10676","sde_7","Physical",0
"10677","sde_7","Material",0
"10678","sde_7","Social",0
"10679","sde_7","Moral",0
"10680","sde_7","SES2",0
"10681","sde_7","SES1",0
"10682","sde_7","ability_IAT",0
"10683","selfclarity_7","sde_13",0
"10684","sde_7","moral_IAT",0
"10685","sde_7","ability_ALT_rt_val",0
"10686","sde_7","moral_ALT_rt_val",0
"10687","sde_7","ability_ALT_rt_ref",0
"10688","sde_7","moral_ALT_rt_ref",0
"10689","sde_7","ability_SRET_EW",0
"10690","sde_7","moral_SRET_EW",0
"10691","sde_7","ability_ALT_d_val",0
"10692","sde_7","moral_ALT_d_val",0
"10693","sde_7","ability_ALT_d_ref",0
"10694","selfclarity_1","sde_8",0
"10697","sde_8","sde_9",0
"10698","sde_8","sde_10",0
"10699","sde_8","sde_11",0
"10700","sde_8","sde_12",0
"10702","sde_8","sde_14",0
"10703","sde_8","sde_15",0
"10704","sde_8","sde_16",0
"10705","sde_8","sde_17",0
"10706","selfclarity_7","sde_15",0
"10707","sde_8","sde_18",0
"10708","sde_8","sde_19",0
"10709","sde_8","sde_20",0
"10710","sde_8","IM_1",0
"10711","sde_8","IM_2",0
"10712","sde_8","IM_3",0
"10713","sde_8","IM_4",0
"10714","sde_8","IM_5",0
"10715","sde_8","IM_6",0
"10716","sde_8","IM_7",0
"10717","selfclarity_7","sde_16",0
"10718","sde_8","IM_8",0
"10719","sde_8","IM_9",0
"10720","sde_8","IM_10",0
"10721","sde_8","IM_11",0
"10722","sde_8","IM_12",0
"10723","sde_8","IM_13",0
"10724","sde_8","IM_14",0
"10725","sde_8","IM_15",0
"10726","sde_8","IM_16",0
"10727","sde_8","IM_17",0
"10728","selfclarity_7","sde_17",0
"10729","sde_8","IM_18",0
"10730","sde_8","IM_19",0
"10731","sde_8","IM_20",0
"10732","sde_8","Ability",0
"10733","sde_8","Physical",0
"10734","sde_8","Material",0
"10735","sde_8","Social",0
"10736","sde_8","Moral",0
"10737","sde_8","SES2",0
"10738","sde_8","SES1",0
"10739","selfclarity_7","sde_18",0
"10740","sde_8","ability_IAT",0
"10741","sde_8","moral_IAT",0
"10742","sde_8","ability_ALT_rt_val",0
"10743","sde_8","moral_ALT_rt_val",0
"10745","sde_8","moral_ALT_rt_ref",0
"10746","sde_8","ability_SRET_EW",0
"10747","sde_8","moral_SRET_EW",0
"10748","sde_8","ability_ALT_d_val",0
"10749","sde_8","moral_ALT_d_val",0
"10750","selfclarity_7","sde_19",0
"10751","sde_8","ability_ALT_d_ref",0
"10752","sde_8","moral_ALT_d_ref",0
"10753","sde_9","sde_10",0
"10754","sde_9","sde_11",0
"10755","sde_9","sde_12",0
"10756","sde_9","sde_13",0
"10757","sde_9","sde_14",0
"10758","sde_9","sde_15",0
"10759","sde_9","sde_16",0
"10760","sde_9","sde_17",0
"10761","selfclarity_7","sde_20",0
"10762","sde_9","sde_18",0
"10763","sde_9","sde_19",0
"10764","sde_9","sde_20",0
"10765","sde_9","IM_1",0
"10766","sde_9","IM_2",0
"10767","sde_9","IM_3",0
"10768","sde_9","IM_4",0
"10769","sde_9","IM_5",0
"10770","sde_9","IM_6",0
"10771","sde_9","IM_7",0
"10772","selfclarity_7","IM_1",0
"10773","sde_9","IM_8",0
"10774","sde_9","IM_9",0
"10775","sde_9","IM_10",0
"10776","sde_9","IM_11",0
"10777","sde_9","IM_12",0
"10778","sde_9","IM_13",0
"10779","sde_9","IM_14",0
"10780","sde_9","IM_15",0
"10781","sde_9","IM_16",0
"10782","sde_9","IM_17",0
"10783","selfclarity_7","IM_2",0
"10784","sde_9","IM_18",0
"10785","sde_9","IM_19",0
"10786","sde_9","IM_20",0
"10787","sde_9","Ability",0
"10788","sde_9","Physical",0
"10789","sde_9","Material",0
"10790","sde_9","Social",0
"10791","sde_9","Moral",0
"10792","sde_9","SES2",0
"10793","sde_9","SES1",0
"10794","selfclarity_7","IM_3",0
"10795","sde_9","ability_IAT",0
"10796","sde_9","moral_IAT",0
"10797","sde_9","ability_ALT_rt_val",0
"10798","sde_9","moral_ALT_rt_val",0
"10799","sde_9","ability_ALT_rt_ref",0
"10800","sde_9","moral_ALT_rt_ref",0
"10801","sde_9","ability_SRET_EW",0
"10802","sde_9","moral_SRET_EW",0
"10803","sde_9","ability_ALT_d_val",0
"10804","sde_9","moral_ALT_d_val",0
"10805","selfclarity_1","sde_9",0
"10806","selfclarity_7","IM_4",0
"10807","sde_9","ability_ALT_d_ref",0
"10808","sde_9","moral_ALT_d_ref",0
"10809","sde_10","sde_11",0
"10811","sde_10","sde_13",0
"10812","sde_10","sde_14",0
"10813","sde_10","sde_15",0
"10814","sde_10","sde_16",0
"10816","sde_10","sde_18",0
"10817","selfclarity_7","IM_5",0
"10818","sde_10","sde_19",0
"10820","sde_10","IM_1",0
"10821","sde_10","IM_2",0
"10822","sde_10","IM_3",0
"10823","sde_10","IM_4",0
"10824","sde_10","IM_5",0
"10825","sde_10","IM_6",0
"10826","sde_10","IM_7",0
"10827","sde_10","IM_8",0
"10828","selfclarity_7","IM_6",0
"10829","sde_10","IM_9",0
"10830","sde_10","IM_10",0
"10831","sde_10","IM_11",0
"10832","sde_10","IM_12",0
"10833","sde_10","IM_13",0
"10834","sde_10","IM_14",0
"10835","sde_10","IM_15",0
"10836","sde_10","IM_16",0
"10837","sde_10","IM_17",0
"10838","sde_10","IM_18",0
"10839","selfclarity_7","IM_7",0
"10841","sde_10","IM_20",0
"10842","sde_10","Ability",0
"10843","sde_10","Physical",0
"10844","sde_10","Material",0
"10845","sde_10","Social",0
"10846","sde_10","Moral",0
"10847","sde_10","SES2",0
"10848","sde_10","SES1",0
"10849","sde_10","ability_IAT",0
"10850","selfclarity_7","IM_8",0
"10851","sde_10","moral_IAT",0
"10852","sde_10","ability_ALT_rt_val",0
"10853","sde_10","moral_ALT_rt_val",0
"10854","sde_10","ability_ALT_rt_ref",0
"10855","sde_10","moral_ALT_rt_ref",0
"10856","sde_10","ability_SRET_EW",0
"10857","sde_10","moral_SRET_EW",0
"10858","sde_10","ability_ALT_d_val",0
"10859","sde_10","moral_ALT_d_val",0
"10860","sde_10","ability_ALT_d_ref",0
"10861","selfclarity_7","IM_9",0
"10862","sde_10","moral_ALT_d_ref",0
"10864","sde_11","sde_13",0
"10865","sde_11","sde_14",0
"10866","sde_11","sde_15",0
"10867","sde_11","sde_16",0
"10869","sde_11","sde_18",0
"10870","sde_11","sde_19",0
"10871","sde_11","sde_20",0
"10872","selfclarity_7","IM_10",0
"10873","sde_11","IM_1",0
"10875","sde_11","IM_3",0
"10876","sde_11","IM_4",0
"10877","sde_11","IM_5",0
"10878","sde_11","IM_6",0
"10879","sde_11","IM_7",0
"10880","sde_11","IM_8",0
"10881","sde_11","IM_9",0
"10882","sde_11","IM_10",0
"10883","selfclarity_7","IM_11",0
"10884","sde_11","IM_11",0
"10885","sde_11","IM_12",0
"10886","sde_11","IM_13",0
"10887","sde_11","IM_14",0
"10888","sde_11","IM_15",0
"10889","sde_11","IM_16",0
"10890","sde_11","IM_17",0
"10891","sde_11","IM_18",0
"10892","sde_11","IM_19",0
"10893","sde_11","IM_20",0
"10894","selfclarity_7","IM_12",0
"10895","sde_11","Ability",0
"10896","sde_11","Physical",0
"10897","sde_11","Material",0
"10898","sde_11","Social",0
"10899","sde_11","Moral",0
"10900","sde_11","SES2",0
"10901","sde_11","SES1",0
"10902","sde_11","ability_IAT",0
"10903","sde_11","moral_IAT",0
"10904","sde_11","ability_ALT_rt_val",0
"10905","selfclarity_7","IM_13",0
"10906","sde_11","moral_ALT_rt_val",0
"10907","sde_11","ability_ALT_rt_ref",0
"10908","sde_11","moral_ALT_rt_ref",0
"10909","sde_11","ability_SRET_EW",0
"10910","sde_11","moral_SRET_EW",0
"10911","sde_11","ability_ALT_d_val",0
"10912","sde_11","moral_ALT_d_val",0
"10913","sde_11","ability_ALT_d_ref",0
"10914","sde_11","moral_ALT_d_ref",0
"10915","sde_12","sde_13",0
"10916","selfclarity_1","sde_10",0
"10917","selfclarity_7","IM_14",0
"10919","sde_12","sde_15",0
"10920","sde_12","sde_16",0
"10921","sde_12","sde_17",0
"10922","sde_12","sde_18",0
"10923","sde_12","sde_19",0
"10924","sde_12","sde_20",0
"10926","sde_12","IM_2",0
"10927","sde_12","IM_3",0
"10928","selfclarity_7","IM_15",0
"10929","sde_12","IM_4",0
"10930","sde_12","IM_5",0
"10931","sde_12","IM_6",0
"10932","sde_12","IM_7",0
"10933","sde_12","IM_8",0
"10934","sde_12","IM_9",0
"10935","sde_12","IM_10",0
"10936","sde_12","IM_11",0
"10937","sde_12","IM_12",0
"10938","sde_12","IM_13",0
"10939","selfclarity_7","IM_16",0
"10940","sde_12","IM_14",0
"10941","sde_12","IM_15",0
"10942","sde_12","IM_16",0
"10943","sde_12","IM_17",0
"10944","sde_12","IM_18",0
"10946","sde_12","IM_20",0
"10947","sde_12","Ability",0
"10948","sde_12","Physical",0
"10949","sde_12","Material",0
"10950","selfclarity_7","IM_17",0
"10951","sde_12","Social",0
"10952","sde_12","Moral",0
"10953","sde_12","SES2",0
"10954","sde_12","SES1",0
"10955","sde_12","ability_IAT",0
"10956","sde_12","moral_IAT",0
"10957","sde_12","ability_ALT_rt_val",0
"10958","sde_12","moral_ALT_rt_val",0
"10959","sde_12","ability_ALT_rt_ref",0
"10960","sde_12","moral_ALT_rt_ref",0
"10961","selfclarity_7","IM_18",0
"10962","sde_12","ability_SRET_EW",0
"10963","sde_12","moral_SRET_EW",0
"10964","sde_12","ability_ALT_d_val",0
"10965","sde_12","moral_ALT_d_val",0
"10966","sde_12","ability_ALT_d_ref",0
"10967","sde_12","moral_ALT_d_ref",0
"10968","sde_13","sde_14",0
"10969","sde_13","sde_15",0
"10970","sde_13","sde_16",0
"10971","sde_13","sde_17",0
"10972","selfclarity_7","IM_19",0
"10973","sde_13","sde_18",0
"10974","sde_13","sde_19",0
"10975","sde_13","sde_20",0
"10976","sde_13","IM_1",0
"10977","sde_13","IM_2",0
"10979","sde_13","IM_4",0
"10980","sde_13","IM_5",0
"10981","sde_13","IM_6",0
"10982","sde_13","IM_7",0
"10983","selfclarity_7","IM_20",0
"10985","sde_13","IM_9",0
"10986","sde_13","IM_10",0
"10987","sde_13","IM_11",0
"10988","sde_13","IM_12",0
"10989","sde_13","IM_13",0
"10990","sde_13","IM_14",0
"10991","sde_13","IM_15",0
"10992","sde_13","IM_16",0
"10993","sde_13","IM_17",0
"10994","selfclarity_7","Ability",0
"10995","sde_13","IM_18",0
