a_Mean,a_SD,a_2.5%,a_97.5%,b_Mean,b_SD,b_2.5%,b_97.5%,dNSG_Mean,dNSG_SD,dNSG_2.5%,dNSG_97.5%,DNSG_Mean,DNSG_SD,DNSG_2.5%,DNSG_97.5%,dSG_Mean,dSG_SD,dSG_2.5%,dSG_97.5%,DSG_Mean,DSG_SD,DSG_2.5%,DSG_97.5%
0.556094485,0.080554152,0.396847525,0.709837225,0.694140769,0.085354549,0.517703575,0.849247,0.16901868,0.281274419,3.92E-20,0.999546175,0.192914709,0.102822326,0.02918405,0.420941875,0.235984809,0.291995566,9.01E-15,0.99246085,0.196236427,0.132354831,0.010370418,0.50076955
0.466071823,0.079162655,0.311836625,0.620884925,0.758609776,0.078345035,0.591359275,0.8970589,0.31149717,0.372387463,9.49E-15,1,0.161106217,0.0881742,0.022876013,0.35876355,0.273496106,0.311717083,2.77E-13,0.998237025,0.228100385,0.158125632,0.010691025,0.59272135
0.617547094,0.08847092,0.439702275,0.78116915,0.532070882,0.09392601,0.342846975,0.711907425,0.162750223,0.270162636,2.04E-22,0.998247225,0.243826552,0.117996153,0.044215123,0.48850385,0.342766563,0.345171301,2.93E-13,0.999904025,0.226867579,0.138101201,0.01682615,0.528967925
0.370012122,0.099420786,0.185269325,0.571032325,0.332587438,0.096905599,0.154983525,0.531106025,0.347984741,0.376747993,1.74E-17,1,0.273650779,0.118811694,0.061426095,0.517646075,0.280854646,0.291786322,5.34E-11,0.991315025,0.313634754,0.154440291,0.045005903,0.631342
0.37237649,0.073918207,0.233552225,0.5213152,0.827500163,0.065884859,0.68369455,0.93796585,0.325030781,0.385530697,1.38E-15,1,0.124877089,0.075455596,0.014511973,0.29937945,0.215576941,0.288219786,1.63E-15,0.99467855,0.174922088,0.141710547,0.004247586,0.525410475
0.529118452,0.096157434,0.33761295,0.712057675,0.568347335,0.102424755,0.3637681,0.7642053,0.348789582,0.367344293,2.81E-14,1,0.30398852,0.119315393,0.082097183,0.542773075,0.592700888,0.351136047,7.45E-06,1,0.369264234,0.171203427,0.052357368,0.6975365
0.574070299,0.089539842,0.395343525,0.74269715,0.543076789,0.089296335,0.36324775,0.712807975,0.338072108,0.383055288,6.54E-17,1,0.163433275,0.090332287,0.023070963,0.3676538,0.277410871,0.313889465,6.96E-15,0.998013,0.241162996,0.151868006,0.014564188,0.5782746
0.566435338,0.079940515,0.4055418,0.71847405,0.715406134,0.081458969,0.544029975,0.8624333,0.157255002,0.273761504,1.16E-20,0.9995861,0.170121259,0.095725213,0.022593538,0.384250125,0.253653995,0.309082461,7.98E-16,0.996397075,0.190166529,0.132713682,0.008758794,0.496216925
0.58285851,0.109650946,0.36365455,0.787513075,0.309591297,0.14939613,0.061649538,0.6313616,0.102491731,0.160255418,2.81E-26,0.5571284,0.59446382,0.127805796,0.323841625,0.819099225,0.591223283,0.321247187,1.60E-05,1,0.646464086,0.159645484,0.30188135,0.91339665
0.642452289,0.073078829,0.494407425,0.778592375,0.957868222,0.037927988,0.8605124,0.99871005,0.347760142,0.399462885,8.64E-17,1,0.126775787,0.07129448,0.019016588,0.291700425,0.380777849,0.380926128,1.51E-14,1,0.224942981,0.194951519,0.00281683,0.697184575
0.501003774,0.072989861,0.356885625,0.642592725,0.922934715,0.042307313,0.82070045,0.983522575,0.312443881,0.389926138,3.23E-16,1,0.061745969,0.047190005,0.004261122,0.1805442,0.239151016,0.32441189,5.73E-20,0.9992074,0.133437463,0.131091405,0.001022527,0.473952175
0.6809242,0.09453909,0.482889175,0.84990255,0.670293535,0.130170833,0.4001079,0.8990909,0.188130623,0.262369133,1.90E-21,0.985108175,0.496391693,0.124292453,0.24434245,0.72426705,0.749311573,0.301791409,0.001112686,1,0.566017497,0.194999267,0.139488925,0.88680155
0.583049354,0.081715789,0.4197541,0.7389559,0.861506292,0.076500732,0.687353025,0.976078175,0.363975932,0.384023721,1.91E-14,1,0.269010268,0.102930214,0.07888766,0.4752811,0.4559003,0.361267528,2.33E-08,1,0.331996328,0.194413814,0.0224099,0.743021625
0.394612741,0.141536449,0.141959975,0.6830735,0.117497502,0.067080693,0.022031773,0.27574035,0.592743625,0.390782398,2.96E-12,1,0.352342331,0.124153232,0.1201363,0.599002425,0.844183011,0.211763206,0.202584725,1,0.542664809,0.13497638,0.27240415,0.79356385
0.529860839,0.10276094,0.321953725,0.72212105,0.487250123,0.105590795,0.283102075,0.693395475,0.2343163,0.309952624,1.14E-16,0.999995,0.313355576,0.122050205,0.085131018,0.556402125,0.703503331,0.316322464,0.000453683,1,0.448149347,0.174392424,0.090192255,0.7632833
0.500752589,0.11674878,0.274718025,0.732466075,0.239704028,0.095760377,0.07808747,0.445759425,0.389594793,0.375079871,2.25E-18,1,0.356017705,0.125048779,0.118981425,0.603562425,0.462244457,0.33260949,4.96E-08,0.999991,0.415497473,0.151581259,0.1187758,0.707388575
0.483260006,0.123841135,0.250691775,0.731905425,0.506952495,0.150839947,0.224055425,0.803866075,0.582027897,0.371485071,2.85E-11,1,0.584769394,0.116860457,0.339561825,0.792222275,0.935150171,0.113816699,0.608230825,1,0.785420074,0.128437822,0.491503375,0.974104525
0.631844785,0.072435854,0.4828022,0.767398025,0.866828506,0.061925003,0.728848975,0.96515015,0.203155883,0.32043171,9.71E-21,0.999999,0.134736616,0.078271702,0.016064418,0.311372125,0.227815757,0.301372185,1.93E-16,0.9959584,0.176734998,0.141173568,0.004648546,0.526231925
0.62587239,0.070122606,0.48368625,0.75737475,0.937729544,0.040111663,0.84098155,0.991735375,0.297425256,0.384884542,1.71E-18,1,0.083546762,0.058276742,0.006832558,0.229213625,0.250262016,0.330200119,2.75E-19,0.999681125,0.147169554,0.138332185,0.001546935,0.5139745
0.595440118,0.071193451,0.452243825,0.72846035,0.925092567,0.045333374,0.815327275,0.989014225,0.223061038,0.340197249,3.93E-19,1,0.099484054,0.064327744,0.009693891,0.253433325,0.235044129,0.3145611,6.85E-18,0.9987941,0.151346699,0.135872316,0.002063616,0.496270325
0.774739702,0.063629439,0.639704125,0.886340975,0.898492126,0.051608434,0.779340775,0.976142275,0.233936505,0.353298288,7.33E-25,1,0.095707283,0.064868856,0.007879962,0.250986525,0.269488311,0.346839629,2.71E-22,0.999937075,0.17547133,0.164095792,0.001936289,0.60145645
0.544819721,0.112902249,0.32230155,0.75929405,0.361895088,0.121820491,0.14439085,0.613533025,0.259482299,0.306154031,2.17E-18,0.99989405,0.46061818,0.12983384,0.196367625,0.7004044,0.723093781,0.289455487,0.003669271,1,0.563975697,0.154622587,0.23279015,0.8401668
0.571759426,0.073327211,0.424086125,0.709400575,0.948212965,0.043171308,0.838149425,0.997976025,0.279608559,0.368872055,2.97E-17,1,0.145358187,0.074662609,0.02585565,0.3108661,0.329569254,0.354162728,4.92E-13,0.999995,0.208433575,0.168561622,0.003920265,0.6226748
0.82755123,0.053688033,0.711566125,0.92061115,0.988927281,0.015172373,0.945682225,0.999961,0.223265617,0.364861244,6.70E-33,1,0.026090987,0.028310921,0.000483774,0.104576175,0.143986408,0.274547068,3.33E-38,0.992746425,0.080056532,0.114255494,2.50E-05,0.416404575
0.586038436,0.071132584,0.44494655,0.7195756,0.957177929,0.037448475,0.8622727,0.998729,0.253335114,0.360053106,3.26E-19,1,0.107827944,0.063959871,0.013836938,0.26032455,0.250652251,0.323289182,3.56E-17,0.99978405,0.160621742,0.144341025,0.001918293,0.52882095
0.515279275,0.091467382,0.33537295,0.6934027,0.755689372,0.100665992,0.5395752,0.9287097,0.34319423,0.362517245,1.33E-14,1,0.367619397,0.116444885,0.1411675,0.593082475,0.631283073,0.333711619,0.000172352,1,0.421148924,0.184012151,0.065515408,0.770353725
0.446985061,0.075389748,0.3015734,0.594444725,0.928973322,0.054734317,0.7936828,0.996486225,0.3303038,0.382408483,5.38E-15,1,0.208686257,0.088820926,0.052989868,0.399765225,0.311686376,0.333905947,1.02E-10,0.999988,0.224602915,0.165683243,0.007596991,0.615776925
0.585954947,0.084416822,0.410720425,0.74209985,0.854237356,0.068430669,0.697305525,0.961518125,0.431129279,0.404860221,2.86E-12,1,0.178223969,0.089267395,0.031507233,0.372555825,0.545180861,0.378839258,1.66E-08,1,0.362286047,0.224449669,0.014948665,0.811001725
0.628312601,0.094623073,0.435213425,0.8040796,0.766669632,0.100197142,0.552950725,0.93480985,0.454617731,0.388742072,1.18E-12,1,0.355861814,0.11416805,0.135774675,0.580700075,0.734727876,0.311910505,0.001002587,1,0.497625975,0.206498017,0.078295348,0.85526955
0.36724098,0.129121563,0.135165975,0.631934175,0.104750379,0.053248427,0.023703145,0.227181175,0.347761407,0.396946976,5.00E-25,1,0.185642966,0.100479692,0.030484395,0.4137852,0.226646505,0.297171588,1.09E-20,0.99654645,0.158243961,0.101137142,0.012548893,0.390217475
0.439448345,0.080858783,0.2856173,0.601168475,0.711322375,0.080520922,0.543607825,0.8568412,0.230027479,0.328048384,1.88E-17,0.999999,0.173488327,0.096000456,0.024167765,0.38674825,0.269287442,0.314137324,4.58E-14,0.998673025,0.191907495,0.132736294,0.008888337,0.502040875
0.442824713,0.074463053,0.29836485,0.5878544,0.874490585,0.058071452,0.74077925,0.965491625,0.302406938,0.377056002,3.30E-15,1,0.113821255,0.069256774,0.013132288,0.2750333,0.238342035,0.304315255,1.55E-15,0.997099475,0.187662908,0.155272995,0.00386049,0.57702505
0.352725517,0.084541774,0.1953457,0.5237802,0.575509026,0.089383173,0.399517625,0.745031525,0.346316138,0.38514027,1.17E-15,1,0.196605785,0.103452223,0.030018673,0.4203903,0.314768296,0.335881616,4.29E-13,0.999931,0.188519748,0.123681917,0.010934673,0.469827975
0.666054373,0.087545699,0.48618895,0.825025275,0.611595484,0.10326324,0.40255635,0.8048415,0.192227228,0.289222603,2.31E-21,0.999736025,0.297778991,0.12226869,0.071807173,0.541846775,0.491487029,0.36548329,1.02E-09,1,0.37024075,0.183431993,0.043163015,0.7311715
0.561582909,0.072339147,0.4173248,0.70076325,0.935710721,0.040833648,0.83735145,0.9914524,0.294107148,0.380559293,1.54E-16,1,0.081141762,0.055498681,0.007014654,0.216559,0.266666494,0.335432699,1.66E-18,0.99970315,0.165030259,0.15395387,0.001663002,0.559010125
0.583717946,0.070796869,0.4416216,0.716979275,0.937357364,0.040501944,0.837988875,0.9917042,0.25622354,0.362771077,3.85E-18,1,0.074858995,0.052216798,0.005912335,0.202836625,0.193191089,0.286786619,8.26E-21,0.991632175,0.137535308,0.132643671,0.001390393,0.481307075
0.58567388,0.071119844,0.4441621,0.722490075,0.926657602,0.040239292,0.830346675,0.98435025,0.262869962,0.368922709,5.35E-19,1,0.0566895,0.045096209,0.003527737,0.17241525,0.183666167,0.286912936,3.05E-23,0.99128365,0.105553293,0.104352713,0.000843309,0.377764225
0.42272682,0.097649202,0.23585265,0.6136557,0.729727348,0.107108119,0.503339125,0.9151893,0.462890267,0.385622604,3.68E-11,1,0.39489548,0.116253141,0.165983475,0.61735445,0.81672939,0.236040604,0.10680565,1,0.54281853,0.17621504,0.157997475,0.849230125
0.821904372,0.068885041,0.670525525,0.93753295,0.627632104,0.094014915,0.4371266,0.8037606,0.088454523,0.202624459,1.15E-34,0.9179026,0.241421785,0.124903241,0.031478178,0.50157875,0.321973454,0.358140302,3.81E-20,0.999979,0.231364946,0.15594865,0.01071252,0.5789282
0.485987057,0.074271984,0.339913325,0.63098615,0.906435094,0.04827086,0.79360395,0.9778423,0.312652014,0.386209383,4.40E-16,1,0.078784894,0.055403316,0.00665624,0.215174825,0.258084698,0.327436603,4.37E-18,0.999435125,0.170131382,0.154018478,0.001984936,0.559528
0.587484175,0.071100203,0.445207975,0.722473425,0.913607047,0.05025628,0.7945297,0.986921025,0.213769102,0.334063976,2.60E-18,1,0.11943038,0.071320727,0.013271945,0.2838124,0.178583603,0.266902763,1.67E-17,0.980917375,0.143574553,0.124205717,0.002630567,0.4608715
0.601166292,0.087362208,0.428200925,0.7666395,0.556653979,0.09126405,0.37564485,0.732963975,0.178211716,0.287648917,7.29E-22,0.999755,0.21524647,0.11133084,0.032740568,0.456494875,0.333186469,0.344815849,8.54E-14,0.999828025,0.210078039,0.134206505,0.01364009,0.5107923
0.471388187,0.07850151,0.3186985,0.625155475,0.807346816,0.073138275,0.648494575,0.9312578,0.351170779,0.388503922,8.28E-14,1,0.152342745,0.083831417,0.020888468,0.340189125,0.254276065,0.300617002,3.40E-13,0.99670665,0.236924694,0.172158465,0.008507949,0.651062375
0.524001819,0.081086205,0.362290325,0.67962815,0.738389293,0.08306267,0.562206725,0.885919325,0.261742605,0.346844784,3.01E-16,1,0.18423008,0.094666623,0.03074989,0.38852375,0.309191239,0.32574681,1.27E-12,0.9995562,0.256712689,0.165698704,0.013658823,0.62769245
0.521129486,0.076568231,0.371035875,0.670384475,0.847849199,0.06207853,0.7112424,0.94891265,0.382722301,0.40337411,6.89E-14,1,0.126690315,0.077328659,0.01389767,0.305489575,0.299096374,0.340530536,2.17E-14,0.999917025,0.176351074,0.138422151,0.004523322,0.507616725
0.537341447,0.073375963,0.3944258,0.680110225,0.948460765,0.043019292,0.841318575,0.9979541,0.327837201,0.389560478,3.92E-16,1,0.143136814,0.074166162,0.025094308,0.310773025,0.254677313,0.316819525,2.06E-14,0.999602175,0.177466783,0.1479694,0.00355659,0.54700125
0.448949828,0.087279214,0.281837675,0.6222942,0.635884793,0.09094861,0.450777225,0.8044784,0.394689684,0.391154595,1.87E-13,1,0.239331945,0.111688739,0.045167805,0.47259875,0.361982155,0.343963785,2.16E-10,0.999983,0.222720979,0.136912741,0.016909243,0.524257225
0.564945405,0.072339614,0.421322525,0.70251825,0.924517493,0.041261292,0.827275425,0.98372815,0.32189383,0.394872319,4.73E-17,1,0.064850585,0.050938485,0.004045746,0.1928059,0.224952705,0.318077077,2.52E-21,0.99931605,0.121567915,0.119710255,0.001026712,0.43576285
0.481545085,0.093261737,0.302862275,0.667686225,0.659336084,0.103773363,0.447872475,0.84828815,0.491522736,0.387176024,1.14E-10,1,0.366221536,0.122865397,0.125957975,0.605201825,0.481713418,0.353638232,7.50E-07,1,0.30764809,0.157083735,0.036818008,0.630414525
0.539532695,0.07950013,0.379609875,0.69255665,0.77607932,0.082383856,0.599221575,0.9181693,0.283650819,0.35626549,4.81E-16,1,0.207474378,0.099166883,0.039599673,0.416956775,0.319863054,0.328502771,1.44E-11,0.9998121,0.256840235,0.165530797,0.014000548,0.628840025
0.419148641,0.0979807,0.23019055,0.615333175,0.532194944,0.099768515,0.3381569,0.72417645,0.432548905,0.386808758,2.55E-12,1,0.301677684,0.119505012,0.080173143,0.540574225,0.631487629,0.337105985,4.42E-05,1,0.349532344,0.158907343,0.052820753,0.656888125
0.626517082,0.070552162,0.482318775,0.758701925,0.95859609,0.036935117,0.86283655,0.998711075,0.284955222,0.376712947,7.26E-19,1,0.113276346,0.065615136,0.015653693,0.268152775,0.27552064,0.337399407,6.82E-16,0.999926,0.1738816,0.154697305,0.00201077,0.561598675
